Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 8;;Curve No. 9;;Curve No. 10;;Curve No. 11;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0.3599999;8775.756;0.3599999;7699.854;0.3599999;9547.056;0.3599999;8783.243;0.3599999;7636.26;0.3599999;9155.237;0.3599999;8818.761;0.3599999;9512.715;0.3599999;9710.093;0.3599999;9389.363
0.3629999;8880.962;0.3629999;7795.736;0.3629999;9652.543;0.3629999;8894.002;0.3629999;7728.897;0.3629999;9260.128;0.3629999;8921.935;0.3629999;9619.229;0.3629999;9819.024;0.3629999;9498.366
0.3659999;8986.887;0.3659999;7891.894;0.3659999;9758.105;0.3659999;9005.669;0.3659999;7821.824;0.3659999;9365.631;0.3659999;9025.128;0.3659999;9726.746;0.3659999;9928.539;0.3659999;9608.144
0.3689999;9093.027;0.3689999;7989.206;0.3689999;9864.466;0.3689999;9117.336;0.3689999;7915.508;0.3689999;9471.182;0.3689999;9129.157;0.3689999;9834.348;0.3689999;10038.22;0.3689999;9718.303
0.3719999;9199.74;0.3719999;8086.523;0.3719999;9971.105;0.3719999;9230.016;0.3719999;8009.782;0.3719999;9577.678;0.3719999;9233.407;0.3719999;9942.604;0.3719999;10148.69;0.3719999;9828.94
0.3749999;9306.872;0.3749999;8185.015;0.3749999;10078.2;0.3749999;9342.871;0.3749999;8104.459;0.3749999;9684.174;0.3749999;9338.423;0.3749999;10051.1;0.3749999;10259.72;0.3749999;9940.104
0.3779998;9414.306;0.3779998;8283.507;0.3779998;10185.66;0.3779998;9456.256;0.3779998;8199.823;0.3779998;9790.971;0.3779998;9443.953;0.3779998;10160.05;0.3779998;10371.13;0.3779998;10051.64
0.3809998;9522.221;0.3809998;8383.181;0.3809998;10293.5;0.3809998;9569.913;0.3809998;8295.36;0.3809998;9897.818;0.3809998;9549.896;0.3809998;10269.38;0.3809998;10483.14;0.3809998;10164.11
0.3839998;9630.255;0.3839998;8483.123;0.3839998;10402.01;0.3839998;9684.021;0.3839998;8391.686;0.3839998;10005.13;0.3839998;9656.441;0.3839998;10378.88;0.3839998;10595.34;0.3839998;10276.65
0.3869998;9738.78;0.3869998;8583.859;0.3869998;10510.64;0.3869998;9798.646;0.3869998;8488.011;0.3869998;10112.68;0.3869998;9763.168;0.3869998;10488.73;0.3869998;10708.34;0.3869998;10389.86
0.3899998;9847.308;0.3899998;8685.07;0.3899998;10619.86;0.3899998;9913.504;0.3899998;8585.517;0.3899998;10220.56;0.3899998;9870.56;0.3899998;10598.77;0.3899998;10821.34;0.3899998;10503.06
0.3929998;9956.739;0.3929998;8786.825;0.3929998;10729.08;0.3929998;10028.98;0.3929998;8683.034;0.3929998;10328.81;0.3929998;9977.982;0.3929998;10709.9;0.3929998;10935.12;0.3929998;10617.43
0.3959998;10066.17;0.3959998;8889.277;0.3959998;10839.13;0.3959998;10144.52;0.3959998;8781.142;0.3959998;10437.28;0.3959998;10086.96;0.3959998;10821.03;0.3959998;11048.91;0.3959998;10731.93
0.3989998;10176.2;0.3989998;8992.011;0.3989998;10949.2;0.3989998;10260.84;0.3989998;8879.397;0.3989998;10546.29;0.3989998;10195.93;0.3989998;10932.95;0.3989998;11163.2;0.3989998;10847.02
0.4019998;10286.37;0.4019998;9095.588;0.4019998;11059.91;0.4019998;10377.17;0.4019998;8978.274;0.4019998;10655.31;0.4019998;10305.58;0.4019998;11044.9;0.4019998;11277.61;0.4019998;10962.35
0.4049998;10396.92;0.4049998;9199.233;0.4049998;11170.81;0.4049998;10494.44;0.4049998;9077.552;0.4049998;10764.43;0.4049998;10415.38;0.4049998;11157.18;0.4049998;11392.46;0.4049998;11078.01
0.4079998;10507.71;0.4079998;9303.894;0.4079998;11282.08;0.4079998;10611.82;0.4079998;9177.243;0.4079998;10873.56;0.4079998;10525.83;0.4079998;11269.55;0.4079998;11507.58;0.4079998;11193.98
0.4109997;10618.81;0.4109997;9408.554;0.4109997;11393.6;0.4109997;10730;0.4109997;9277.517;0.4109997;10983.05;0.4109997;10636.64;0.4109997;11382.33;0.4109997;11622.98;0.4109997;11310.15
0.4139997;10730.32;0.4139997;9514.183;0.4139997;11505.48;0.4139997;10848.53;0.4139997;9377.978;0.4139997;11092.58;0.4139997;10748.03;0.4139997;11495.42;0.4139997;11738.78;0.4139997;11426.74
0.4169997;10842.04;0.4169997;9619.949;0.4169997;11617.88;0.4169997;10967.53;0.4169997;9479.091;0.4169997;11202.34;0.4169997;10860.14;0.4169997;11608.74;0.4169997;11854.71;0.4169997;11543.44
0.4199997;10954.43;0.4199997;9726.424;0.4199997;11730.38;0.4199997;11087;0.4199997;9580.23;0.4199997;11312.2;0.4199997;10972.55;0.4199997;11722.45;0.4199997;11971.16;0.4199997;11660.87
0.4229997;11066.85;0.4229997;9833.222;0.4229997;11843.25;0.4229997;11206.62;0.4229997;9682.16;0.4229997;11422.32;0.4229997;11085.92;0.4229997;11836.27;0.4229997;12087.63;0.4229997;11778.29
0.4259997;11179.82;0.4259997;9940.607;0.4259997;11956.12;0.4259997;11326.59;0.4259997;9784.09;0.4259997;11532.71;0.4259997;11199.33;0.4259997;11950.62;0.4259997;12204.6;0.4259997;11896.07
0.4289997;11292.8;0.4289997;10048.59;0.4289997;12069.7;0.4289997;11446.63;0.4289997;9886.874;0.4289997;11643.18;0.4289997;11313.59;0.4289997;12064.96;0.4289997;12321.58;0.4289997;12013.87
0.4319997;11406.2;0.4319997;10156.93;0.4319997;12183.28;0.4319997;11567.15;0.4319997;9989.822;0.4319997;11753.83;0.4319997;11427.84;0.4319997;12179.41;0.4319997;12439;0.4319997;12132.11
0.4349997;11519.69;0.4349997;10266.11;0.4349997;12297.24;0.4349997;11687.68;0.4349997;10093.13;0.4349997;11864.56;0.4349997;11542.65;0.4349997;12293.85;0.4349997;12556.53;0.4349997;12250.5
0.4379997;11633.27;0.4379997;10375.42;0.4379997;12411.3;0.4379997;11808.57;0.4379997;10196.64;0.4379997;11975.81;0.4379997;11657.54;0.4379997;12408.71;0.4379997;12674.29;0.4379997;12369.23
0.4409997;11746.9;0.4409997;10485.69;0.4409997;12525.72;0.4409997;11929.48;0.4409997;10300.65;0.4409997;12087.06;0.4409997;11772.78;0.4409997;12523.67;0.4409997;12792.18;0.4409997;12488.22
0.4439996;11860.82;0.4439996;10595.95;0.4439996;12640.37;0.4439996;12050.81;0.4439996;10405.26;0.4439996;12198.25;0.4439996;11888.2;0.4439996;12638.95;0.4439996;12910.32;0.4439996;12607.5
0.4469996;11975.08;0.4469996;10707.33;0.4469996;12755.24;0.4469996;12172.28;0.4469996;10510.03;0.4469996;12309.43;0.4469996;12004.08;0.4469996;12754.44;0.4469996;13028.77;0.4469996;12727.27
0.4499996;12089.35;0.4499996;10818.79;0.4499996;12870.4;0.4499996;12294.01;0.4499996;10615.22;0.4499996;12421.03;0.4499996;12120.47;0.4499996;12870.04;0.4499996;13147.31;0.4499996;12847.05
0.4529996;12203.68;0.4529996;10931.18;0.4529996;12985.72;0.4529996;12415.95;0.4529996;10720.46;0.4529996;12532.77;0.4529996;12236.98;0.4529996;12985.8;0.4529996;13266.15;0.4529996;12966.88
0.4559996;12318.04;0.4559996;11043.88;0.4559996;13101.56;0.4559996;12537.95;0.4559996;10826.36;0.4559996;12644.59;0.4559996;12353.82;0.4559996;13101.61;0.4559996;13385.02;0.4559996;13086.7
0.4589996;12432.67;0.4589996;11157.13;0.4589996;13217.44;0.4589996;12660.04;0.4589996;10932.26;0.4589996;12756.47;0.4589996;12470.71;0.4589996;13217.55;0.4589996;13504.4;0.4589996;13207.24
0.4619996;12547.3;0.4619996;11270.82;0.4619996;13334.21;0.4619996;12782.14;0.4619996;11038.73;0.4619996;12868.46;0.4619996;12588.06;0.4619996;13333.52;0.4619996;13623.78;0.4619996;13327.8
0.4649996;12662.36;0.4649996;11384.73;0.4649996;13450.97;0.4649996;12904.31;0.4649996;11145.28;0.4649996;12980.66;0.4649996;12705.41;0.4649996;13450.21;0.4649996;13743.78;0.4649996;13448.5
0.4679996;12777.47;0.4679996;11499;0.4679996;13568.16;0.4679996;13026.48;0.4679996;11252.05;0.4679996;13092.88;0.4679996;12823.26;0.4679996;13566.89;0.4679996;13863.88;0.4679996;13569.25
0.4709996;12892.87;0.4709996;11613.4;0.4709996;13685.42;0.4709996;13149.14;0.4709996;11358.92;0.4709996;13205.27;0.4709996;12941.16;0.4709996;13683.94;0.4709996;13984.44;0.4709996;13690.41
0.4739996;13008.38;0.4739996;11728.4;0.4739996;13803.17;0.4739996;13271.82;0.4739996;11466.09;0.4739996;13317.65;0.4739996;13059.35;0.4739996;13801.06;0.4739996;14105.23;0.4739996;13811.84
0.4769996;13124.02;0.4769996;11843.41;0.4769996;13921.17;0.4769996;13394.73;0.4769996;11573.56;0.4769996;13430.28;0.4769996;13177.66;0.4769996;13918.57;0.4769996;14226.8;0.4769996;13933.53
0.4799995;13239.78;0.4799995;11959.07;0.4799995;14039.58;0.4799995;13517.72;0.4799995;11681.16;0.4799995;13542.92;0.4799995;13296.17;0.4799995;14036.28;0.4799995;14349.24;0.4799995;14055.61
0.4829995;13355.64;0.4829995;12074.75;0.4829995;14158.46;0.4829995;13640.71;0.4829995;11789.1;0.4829995;13656.2;0.4829995;13414.89;0.4829995;14154.34;0.4829995;14472.17;0.4829995;14177.78
0.4859995;13471.73;0.4859995;12191;0.4859995;14277.73;0.4859995;13763.69;0.4859995;11897.08;0.4859995;13769.7;0.4859995;13533.81;0.4859995;14272.84;0.4859995;14596.34;0.4859995;14300.32
0.4889995;13587.9;0.4889995;12307.4;0.4889995;14398.04;0.4889995;13886.88;0.4889995;12005.42;0.4889995;13883.78;0.4889995;13653.2;0.4889995;14391.95;0.4889995;14720.61;0.4889995;14422.88
0.4919995;13704.6;0.4919995;12424.04;0.4919995;14518.48;0.4919995;14010.4;0.4919995;12113.77;0.4919995;13998.34;0.4919995;13772.63;0.4919995;14512.84;0.4919995;14845.83;0.4919995;14546.83
0.4949995;13821.31;0.4949995;12540.83;0.4949995;14640.29;0.4949995;14134.05;0.4949995;12222.2;0.4949995;14113.37;0.4949995;13892.46;0.4949995;14633.82;0.4949995;14971.06;0.4949995;14670.78
0.4979995;13938.74;0.4979995;12658;0.4979995;14762.11;0.4979995;14258.23;0.4979995;12330.65;0.4979995;14229.22;0.4979995;14012.29;0.4979995;14756.13;0.4979995;15096.69;0.4979995;14796.42
0.5009995;14056.22;0.5009995;12775.72;0.5009995;14885.07;0.5009995;14382.41;0.5009995;12439.56;0.5009995;14345.11;0.5009995;14132.56;0.5009995;14878.43;0.5009995;15222.36;0.5009995;14922.41
0.5039995;14174.56;0.5039995;12893.57;0.5039995;15008.17;0.5039995;14508.13;0.5039995;12548.65;0.5039995;14461.21;0.5039995;14252.87;0.5039995;15000.96;0.5039995;15348.47;0.5039995;15049.37
0.5069996;14293.21;0.5069996;13011.88;0.5069996;15131.93;0.5069996;14633.89;0.5069996;12657.97;0.5069996;14577.31;0.5069996;14373.63;0.5069996;15123.53;0.5069996;15474.76;0.5069996;15176.91
0.5099996;14412.34;0.5099996;13130.2;0.5099996;15255.96;0.5099996;14761.68;0.5099996;12767.48;0.5099996;14693.45;0.5099996;14494.56;0.5099996;15246.26;0.5099996;15601.16;0.5099996;15304.5
0.5129996;14531.88;0.5129996;13249.11;0.5129996;15380.29;0.5129996;14890.02;0.5129996;12877.08;0.5129996;14809.58;0.5129996;14615.9;0.5129996;15369.07;0.5129996;15727.65;0.5129996;15432.19
0.5159996;14651.62;0.5159996;13368.03;0.5159996;15504.89;0.5159996;15018.72;0.5159996;12986.84;0.5159996;14925.66;0.5159996;14737.61;0.5159996;15491.91;0.5159996;15854.19;0.5159996;15560.06
0.5189996;14771.71;0.5189996;13487.53;0.5189996;15629.66;0.5189996;15147.66;0.5189996;13096.66;0.5189996;15041.71;0.5189996;14859.85;0.5189996;15614.78;0.5189996;15980.82;0.5189996;15688.51
0.5219997;14891.86;0.5219997;13607.14;0.5219997;15754.81;0.5219997;15276.71;0.5219997;13206.82;0.5219997;15157.76;0.5219997;14983.18;0.5219997;15737.7;0.5219997;16107.45;0.5219997;15816.99
0.5249997;15012.29;0.5249997;13727.51;0.5249997;15880.04;0.5249997;15405.93;0.5249997;13316.98;0.5249997;15273.78;0.5249997;15106.78;0.5249997;15860.73;0.5249997;16233.95;0.5249997;15945.95
0.5279997;15132.72;0.5279997;13848.29;0.5279997;16005.87;0.5279997;15535.13;0.5279997;13427.62;0.5279997;15389.91;0.5279997;15232.09;0.5279997;15983.79;0.5279997;16360.46;0.5279997;16074.91
0.5309997;15253.37;0.5309997;13969.8;0.5309997;16131.7;0.5309997;15664.29;0.5309997;13538.28;0.5309997;15506.2;0.5309997;15357.4;0.5309997;16107.01;0.5309997;16486.99;0.5309997;16204.12
0.5339997;15374.02;0.5339997;14092.2;0.5339997;16257.45;0.5339997;15793.45;0.5339997;13649.6;0.5339997;15622.41;0.5339997;15483.29;0.5339997;16230.24;0.5339997;16613.53;0.5339997;16333.36
0.5369998;15494.79;0.5369998;14215.13;0.5369998;16383.19;0.5369998;15922.67;0.5369998;13761.14;0.5369998;15738.3;0.5369998;15609.22;0.5369998;16353.42;0.5369998;16740.03;0.5369998;16462.66
0.5399998;15615.58;0.5399998;14339.57;0.5399998;16509.22;0.5399998;16051.89;0.5399998;13873.56;0.5399998;15854.19;0.5399998;15735.53;0.5399998;16476.61;0.5399998;16866.51;0.5399998;16591.98
0.5429998;15736.4;0.5429998;14464.07;0.5429998;16635.35;0.5429998;16181.21;0.5429998;13986.69;0.5429998;15969.76;0.5429998;15861.97;0.5429998;16599.69;0.5429998;16993.07;0.5429998;16721.37
0.5459998;15857.22;0.5459998;14589.51;0.5459998;16761.6;0.5459998;16310.56;0.5459998;14100.5;0.5459998;16085.32;0.5459998;15988.67;0.5459998;16722.72;0.5459998;17119.69;0.5459998;16850.84
0.5489998;15978.07;0.5489998;14714.95;0.5489998;16887.96;0.5489998;16440.02;0.5489998;14215.5;0.5489998;16200.79;0.5489998;16115.59;0.5489998;16845.75;0.5489998;17246.28;0.5489998;16980.42
0.5519999;16098.93;0.5519999;14841.03;0.5519999;17014.34;0.5519999;16569.55;0.5519999;14330.49;0.5519999;16316.22;0.5519999;16242.6;0.5519999;16968.76;0.5519999;17372.83;0.5519999;17110.27
0.5549999;16219.79;0.5549999;14967.2;0.5549999;17140.79;0.5549999;16699.12;0.5549999;14445.47;0.5549999;16431.56;0.5549999;16369.78;0.5549999;17091.82;0.5549999;17499.33;0.5549999;17240.14
0.5579999;16340.58;0.5579999;15093.73;0.5579999;17267.27;0.5579999;16828.74;0.5579999;14560.45;0.5579999;16546.82;0.5579999;16496.94;0.5579999;17214.96;0.5579999;17625.53;0.5579999;17370.07
0.5609999;16461.37;0.5609999;15220.44;0.5609999;17393.93;0.5609999;16958.39;0.5609999;14675.88;0.5609999;16661.92;0.5609999;16624.04;0.5609999;17338.05;0.5609999;17751.74;0.5609999;17500.01
0.564;16582.14;0.564;15347.29;0.564;17520.6;0.564;17088.18;0.564;14791.32;0.564;16776.78;0.564;16751.15;0.564;17460.84;0.564;17877.93;0.564;17630.01
0.567;16702.91;0.567;15474.29;0.567;17647.43;0.567;17217.97;0.567;14906.81;0.567;16891.6;0.567;16878.63;0.567;17583.63;0.567;18004.13;0.567;17760.01
0.57;16823.54;0.57;15601.37;0.57;17774.28;0.57;17347.75;0.57;15022.32;0.57;17006.25;0.57;17006.14;0.57;17706.37;0.57;18129.87;0.57;17890.19
0.573;16944.13;0.573;15728.61;0.573;17901.17;0.573;17477.54;0.573;15137.94;0.573;17120.9;0.573;17133.44;0.573;17829.1;0.573;18255.47;0.573;18020.44
0.576;17064.65;0.576;15855.91;0.576;18028.07;0.576;17607.44;0.576;15253.63;0.576;17235.2;0.576;17260.68;0.576;17951.62;0.576;18381.1;0.576;18150.53
0.5790001;17185.12;0.5790001;15983.68;0.5790001;18155.06;0.5790001;17737.37;0.5790001;15369.37;0.5790001;17349.5;0.5790001;17387.79;0.5790001;18074.07;0.5790001;18506.75;0.5790001;18280.47
0.5820001;17305.54;0.5820001;16111.45;0.5820001;18282.11;0.5820001;17867.32;0.5820001;15485.2;0.5820001;17463.9;0.5820001;17514.81;0.5820001;18196.25;0.5820001;18632.17;0.5820001;18410.37
0.5850001;17425.9;0.5850001;16239.53;0.5850001;18409.18;0.5850001;17997.29;0.5850001;15601.05;0.5850001;17578.31;0.5850001;17641.89;0.5850001;18318.23;0.5850001;18757.2;0.5850001;18540.17
0.5880001;17546.26;0.5880001;16367.62;0.5880001;18536.29;0.5880001;18127.26;0.5880001;15717.02;0.5880001;17692.48;0.5880001;17769.08;0.5880001;18440.2;0.5880001;18882.14;0.5880001;18670.01
0.5910001;17666.61;0.5910001;16495.98;0.5910001;18663.42;0.5910001;18257.25;0.5910001;15832.98;0.5910001;17806.49;0.5910001;17896.24;0.5910001;18562.15;0.5910001;19006.66;0.5910001;18800.01
0.5940002;17786.94;0.5940002;16624.42;0.5940002;18790.66;0.5940002;18387.27;0.5940002;15949.09;0.5940002;17920.48;0.5940002;18023.28;0.5940002;18683.99;0.5940002;19131.19;0.5940002;18930.01
0.5970002;17907.06;0.5970002;16752.88;0.5970002;18917.89;0.5970002;18517.39;0.5970002;16065.21;0.5970002;18034.44;0.5970002;18150.31;0.5970002;18805.37;0.5970002;19255.08;0.5970002;19059.75
0.6000002;18027.19;0.6000002;16881.35;0.6000002;19044.9;0.6000002;18647.5;0.6000002;16181.32;0.6000002;18148.24;0.6000002;18277.24;0.6000002;18926.74;0.6000002;19378.97;0.6000002;19189.48
0.6030002;18147.13;0.6030002;17009.92;0.6030002;19171.9;0.6030002;18777.47;0.6030002;16297.43;0.6030002;18261.59;0.6030002;18404.18;0.6030002;19047.59;0.6030002;19502.23;0.6030002;19319.4
0.6060002;18267.03;0.6060002;17138.68;0.6060002;19299.1;0.6060002;18907.44;0.6060002;16413.56;0.6060002;18374.92;0.6060002;18531.21;0.6060002;19168.43;0.6060002;19625.33;0.6060002;19449.37
0.6090003;18386.8;0.6090003;17267.49;0.6090003;19426.34;0.6090003;19037.47;0.6090003;16529.71;0.6090003;18487.91;0.6090003;18658.26;0.6090003;19288.44;0.6090003;19747.96;0.6090003;19579.04
0.6120003;18506.5;0.6120003;17396.58;0.6120003;19553.45;0.6120003;19167.5;0.6120003;16646.02;0.6120003;18600.89;0.6120003;18784.95;0.6120003;19408.26;0.6120003;19870.26;0.6120003;19708.5
0.6150003;18626.04;0.6150003;17525.66;0.6150003;19680.46;0.6150003;19297.53;0.6150003;16762.56;0.6150003;18713.44;0.6150003;18911.43;0.6150003;19527.39;0.6150003;19992.04;0.6150003;19837.9
0.6180003;18745.42;0.6180003;17655.23;0.6180003;19807.38;0.6180003;19427.57;0.6180003;16879.12;0.6180003;18825.92;0.6180003;19037.74;0.6180003;19646.13;0.6180003;20113.04;0.6180003;19967.2
