Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000;0.0000000;738.6000000
0.0030000;773.6280000;0.0030000;770.0832000;0.0030000;772.5006000;0.0030000;760.3008000;0.0030000;774.7533000;0.0030000;766.9233000;0.0030000;775.6140000;0.0030000;776.8356000;0.0030000;774.6892000;0.0030000;775.9440000
0.0060000;807.0233000;0.0060000;801.2348000;0.0060000;805.4202000;0.0060000;780.9745000;0.0060000;809.0001000;0.0060000;794.3461000;0.0060000;811.2471000;0.0060000;812.4258000;0.0060000;808.5201000;0.0060000;810.8249000
0.0090000;840.4467000;0.0090000;832.3864000;0.0090000;838.3398000;0.0090000;802.1449000;0.0090000;844.1357000;0.0090000;821.7690000;0.0090000;846.8802000;0.0090000;849.1384000;0.0090000;844.2913000;0.0090000;847.1309000
0.0120000;877.5001000;0.0120000;863.5689000;0.0120000;868.9636000;0.0120000;824.5275000;0.0120000;882.0164000;0.0120000;850.4228000;0.0120000;884.8665000;0.0120000;887.6375000;0.0120000;881.5999000;0.0120000;885.9015000
0.0150000;914.5535000;0.0150000;897.6252000;0.0150000;896.5893000;0.0150000;847.0340000;0.0150000;920.0495000;0.0150000;880.4401000;0.0150000;924.6733000;0.0150000;926.6288000;0.0150000;919.6849000;0.0150000;925.1115000
0.0180000;953.5648000;0.0180000;931.6816000;0.0180000;924.5932000;0.0180000;870.6167000;0.0180000;960.6758000;0.0180000;911.0130000;0.0180000;965.6014000;0.0180000;967.6803000;0.0180000;959.1147000;0.0180000;966.4278000
0.0210000;992.9034000;0.0210000;967.5251000;0.0210000;953.7862000;0.0210000;894.1994000;0.0210000;1001.3020000;0.0210000;942.9983000;0.0210000;1008.4470000;0.0210000;1008.7350000;0.0210000;999.0215000;0.0210000;1007.7440000
0.0240000;1033.7840000;0.0240000;1003.7520000;0.0240000;983.0421000;0.0240000;918.9893000;0.0240000;1043.8980000;0.0240000;975.1454000;0.0240000;1051.6820000;0.0240000;1052.2710000;0.0240000;1041.1960000;0.0240000;1051.1600000
0.0270000;1075.3110000;0.0270000;1041.0750000;0.0270000;1013.4860000;0.0270000;943.8900000;0.0270000;1086.7940000;0.0270000;1008.9270000;0.0270000;1096.7550000;0.0270000;1095.8070000;0.0270000;1083.3710000;0.0270000;1094.6160000
