Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0.3869998;9616.676;0.3869998;10986.58;0.3869998;10091.38;0.3869998;10382.78;0.3869998;9710.591;0.3869998;11076.78;0.3869998;10184.87;0.3869998;11211.32;0.3869998;11803.63;0.3869998;9080.979
0.3899998;9723.504;0.3899998;11106.26;0.3899998;10204.05;0.3899998;10499.54;0.3899998;9812.746;0.3899998;11195.52;0.3899998;10298.32;0.3899998;11328.83;0.3899998;11926.57;0.3899998;9186.16
0.3929998;9831.066;0.3929998;11226.34;0.3929998;10317.07;0.3929998;10616.78;0.3929998;9915.703;0.3929998;11314.56;0.3929998;10411.85;0.3929998;11446.48;0.3929998;12049.81;0.3929998;9291.757
0.3959998;9939.578;0.3959998;11346.02;0.3959998;10430.16;0.3959998;10733.98;0.3959998;10018.69;0.3959998;11433.63;0.3959998;10525.83;0.3959998;11564.09;0.3959998;12173.13;0.3959998;9398.207
0.3989998;10048.77;0.3989998;11465.46;0.3989998;10544.2;0.3989998;10851.04;0.3989998;10124.13;0.3989998;11553.69;0.3989998;10640.23;0.3989998;11681.7;0.3989998;12297.02;0.3989998;9504.832
0.4019998;10160.09;0.4019998;11585.38;0.4019998;10658.78;0.4019998;10968.26;0.4019998;10229.58;0.4019998;11674.11;0.4019998;10755.38;0.4019998;11799.76;0.4019998;12420.92;0.4019998;9612.559
0.4049998;10271.37;0.4049998;11705.98;0.4049998;10773.54;0.4049998;11087.75;0.4049998;10336.12;0.4049998;11794.11;0.4049998;10872.07;0.4049998;11918.24;0.4049998;12545.39;0.4049998;9720.285
0.4079998;10381.78;0.4079998;11826.34;0.4079998;10888.51;0.4079998;11207.25;0.4079998;10442.89;0.4079998;11913.74;0.4079998;10988.78;0.4079998;12037;0.4079998;12669.91;0.4079998;9828.995
0.4109997;10492.19;0.4109997;11945.92;0.4109997;11003.41;0.4109997;11326.49;0.4109997;10549.67;0.4109997;12033.67;0.4109997;11105.62;0.4109997;12156.36;0.4109997;12794.17;0.4109997;9937.76
0.4139997;10603.9;0.4139997;12065.58;0.4139997;11118.1;0.4139997;11445.7;0.4139997;10656.45;0.4139997;12154.16;0.4139997;11222.45;0.4139997;12275.69;0.4139997;12918.35;0.4139997;10048.5
0.4169997;10715.82;0.4169997;12187.56;0.4169997;11232.97;0.4169997;11565.56;0.4169997;10763.1;0.4169997;12275.01;0.4169997;11340.84;0.4169997;12394.87;0.4169997;13043.04;0.4169997;10159.87
0.4199997;10827.59;0.4199997;12309.55;0.4199997;11350.43;0.4199997;11685.75;0.4199997;10869.6;0.4199997;12397.8;0.4199997;11459.33;0.4199997;12514.04;0.4199997;13168.13;0.4199997;10271.12
0.4229997;10939.28;0.4229997;12431.05;0.4229997;11467.89;0.4229997;11805.86;0.4229997;10976.22;0.4229997;12520.58;0.4229997;11576.97;0.4229997;12633.66;0.4229997;13293.53;0.4229997;10382.28
0.4259997;11052.7;0.4259997;12552.46;0.4259997;11585.66;0.4259997;11925.89;0.4259997;11083.22;0.4259997;12643.64;0.4259997;11694.33;0.4259997;12753.32;0.4259997;13419.46;0.4259997;10493.96
0.4289997;11168.08;0.4289997;12673.81;0.4289997;11703.48;0.4289997;12046.55;0.4289997;11190.31;0.4289997;12766.72;0.4289997;11812.54;0.4289997;12873.19;0.4289997;13545.42;0.4289997;10606.49
0.4319997;11283.24;0.4319997;12795.13;0.4319997;11821.42;0.4319997;12168.72;0.4319997;11299.46;0.4319997;12889.08;0.4319997;11931.38;0.4319997;12993.12;0.4319997;13671.54;0.4319997;10719.28
0.4349997;11397.84;0.4349997;12916.51;0.4349997;11939.42;0.4349997;12290.78;0.4349997;11408.61;0.4349997;13011.25;0.4349997;12050.77;0.4349997;13113.09;0.4349997;13797.66;0.4349997;10833.18
0.4379997;11512.47;0.4379997;13037.95;0.4379997;12057.03;0.4379997;12411.75;0.4379997;11518.06;0.4379997;13133.49;0.4379997;12171.06;0.4379997;13233.08;0.4379997;13923.65;0.4379997;10947.07
0.4409997;11627.47;0.4409997;13159.21;0.4409997;12174.24;0.4409997;12532.72;0.4409997;11627.57;0.4409997;13255.79;0.4409997;12291.12;0.4409997;13353.23;0.4409997;14049.63;0.4409997;11061.29
0.4439996;11742.47;0.4439996;13280;0.4439996;12291.76;0.4439996;12654.23;0.4439996;11737.19;0.4439996;13378.34;0.4439996;12410.17;0.4439996;13473.67;0.4439996;14176.42;0.4439996;11175.51
0.4469996;11859.41;0.4469996;13400.93;0.4469996;12410.03;0.4469996;12775.79;0.4469996;11846.86;0.4469996;13501.26;0.4469996;12529.23;0.4469996;13594.2;0.4469996;14303.43;0.4469996;11290.86
0.4499996;11976.6;0.4499996;13523.46;0.4499996;12528.47;0.4499996;12898.6;0.4499996;11957.01;0.4499996;13624.3;0.4499996;12649.66;0.4499996;13715.19;0.4499996;14431.03;0.4499996;11406.46
0.4529996;12094.02;0.4529996;13645.99;0.4529996;12648.53;0.4529996;13021.9;0.4529996;12067.71;0.4529996;13747.75;0.4529996;12770.1;0.4529996;13836.17;0.4529996;14559.04;0.4529996;11522.39
0.4559996;12211.54;0.4559996;13769.27;0.4559996;12768.59;0.4559996;13145.19;0.4559996;12178.24;0.4559996;13871.2;0.4559996;12890.79;0.4559996;13958.46;0.4559996;14687.6;0.4559996;11638.52
0.4589996;12329.79;0.4589996;13892.64;0.4589996;12888.25;0.4589996;13268.46;0.4589996;12288.35;0.4589996;13995.04;0.4589996;13011.55;0.4589996;14080.79;0.4589996;14817.02;0.4589996;11754.83
0.4619996;12448.78;0.4619996;14016.35;0.4619996;13007.87;0.4619996;13392.36;0.4619996;12398.64;0.4619996;14118.88;0.4619996;13132.58;0.4619996;14204.03;0.4619996;14946.87;0.4619996;11871.37
0.4649996;12567.41;0.4649996;14140.2;0.4649996;13128.29;0.4649996;13517.58;0.4649996;12511.07;0.4649996;14244.48;0.4649996;13253.79;0.4649996;14327.54;0.4649996;15078.47;0.4649996;11987.96
0.4679996;12685.21;0.4679996;14264.03;0.4679996;13249.04;0.4679996;13642.74;0.4679996;12623.49;0.4679996;14370.42;0.4679996;13375.1;0.4679996;14452.85;0.4679996;15210.07;0.4679996;12104.69
0.4709996;12803.36;0.4709996;14387.83;0.4709996;13369.46;0.4709996;13767.58;0.4709996;12735.09;0.4709996;14497.2;0.4709996;13496.53;0.4709996;14579.45;0.4709996;15342.58;0.4709996;12221.49
0.4739996;12924.15;0.4739996;14512.59;0.4739996;13489.57;0.4739996;13892.42;0.4739996;12846.58;0.4739996;14624.44;0.4739996;13618.41;0.4739996;14706.54;0.4739996;15475.1;0.4739996;12339.31
0.4769996;13044.95;0.4769996;14639.38;0.4769996;13610.15;0.4769996;14018.01;0.4769996;12958.32;0.4769996;14752.63;0.4769996;13741.78;0.4769996;14834.36;0.4769996;15608.53;0.4769996;12457.12
0.4799995;13166.79;0.4799995;14766.53;0.4799995;13731.71;0.4799995;14143.65;0.4799995;13070.16;0.4799995;14881.95;0.4799995;13865.15;0.4799995;14962.22;0.4799995;15742.17;0.4799995;12575.85
0.4829995;13288.71;0.4829995;14896.18;0.4829995;13853.29;0.4829995;14269.24;0.4829995;13183.11;0.4829995;15011.48;0.4829995;13988.35;0.4829995;15090.2;0.4829995;15876.41;0.4829995;12694.71
0.4859995;13409.27;0.4859995;15025.83;0.4859995;13975.07;0.4859995;14394.82;0.4859995;13297.14;0.4859995;15141.58;0.4859995;14111.55;0.4859995;15218.18;0.4859995;16011;0.4859995;12814.39
0.4889995;13529.3;0.4889995;15155.34;0.4889995;14096.86;0.4889995;14522.83;0.4889995;13411.8;0.4889995;15271.69;0.4889995;14234.44;0.4889995;15346.13;0.4889995;16145.42;0.4889995;12934.46
0.4919995;13651.06;0.4919995;15284.84;0.4919995;14221.51;0.4919995;14652.79;0.4919995;13527.85;0.4919995;15402.02;0.4919995;14357.28;0.4919995;15474.08;0.4919995;16279.59;0.4919995;13054.69
0.4949995;13774.35;0.4949995;15414.01;0.4949995;14346.35;0.4949995;14783.48;0.4949995;13643.83;0.4949995;15532.35;0.4949995;14482.45;0.4949995;15602.58;0.4949995;16413.82;0.4949995;13175.1
0.4979995;13897.63;0.4979995;15543.05;0.4979995;14471.57;0.4979995;14915.45;0.4979995;13759.34;0.4979995;15662.12;0.4979995;14608.81;0.4979995;15731.21;0.4979995;16548.2;0.4979995;13295.86
0.5009995;14020.91;0.5009995;15672.25;0.5009995;14596.93;0.5009995;15047.25;0.5009995;13874.85;0.5009995;15791.82;0.5009995;14736.1;0.5009995;15859.69;0.5009995;16682.63;0.5009995;13417.44
0.5039995;14144.29;0.5039995;15801.56;0.5039995;14723.38;0.5039995;15178.26;0.5039995;13990.97;0.5039995;15922.43;0.5039995;14864.42;0.5039995;15988.09;0.5039995;16818.09;0.5039995;13539.02
0.5069996;14268.32;0.5069996;15930.78;0.5069996;14850.7;0.5069996;15309.27;0.5069996;14107.15;0.5069996;16053.45;0.5069996;14992.76;0.5069996;16116.57;0.5069996;16953.54;0.5069996;13660.65
0.5099996;14392.34;0.5099996;16059.86;0.5099996;14978.3;0.5099996;15441.38;0.5099996;14224.8;0.5099996;16185.47;0.5099996;15121.09;0.5099996;16245.17;0.5099996;17088.96;0.5099996;13782.27
0.5129996;14518.61;0.5129996;16189.36;0.5129996;15106.39;0.5129996;15573.51;0.5129996;14343;0.5129996;16318.46;0.5129996;15249.46;0.5129996;16373.93;0.5129996;17224.38;0.5129996;13905.77
0.5159996;14645;0.5159996;16320.83;0.5159996;15234.57;0.5159996;15707.02;0.5159996;14463.4;0.5159996;16451.14;0.5159996;15378.13;0.5159996;16503.22;0.5159996;17360.12;0.5159996;14029.43
0.5189996;14772.92;0.5189996;16452.31;0.5189996;15363.14;0.5189996;15840.91;0.5189996;14585.68;0.5189996;16583.16;0.5189996;15506.8;0.5189996;16632.51;0.5189996;17496.03;0.5189996;14154.32
0.5219997;14901.33;0.5219997;16582.34;0.5219997;15491.71;0.5219997;15975.88;0.5219997;14707.59;0.5219997;16715.29;0.5219997;15636.47;0.5219997;16761.88;0.5219997;17632.38;0.5219997;14279.67
0.5249997;15030.51;0.5249997;16712.35;0.5249997;15618.5;0.5249997;16111.6;0.5249997;14828.8;0.5249997;16848.18;0.5249997;15766.26;0.5249997;16891.25;0.5249997;17769.23;0.5249997;14406.34
0.5279997;15160.29;0.5279997;16844.17;0.5279997;15745.24;0.5279997;16247.11;0.5279997;14950.09;0.5279997;16981.07;0.5279997;15896.68;0.5279997;17021.2;0.5279997;17906.07;0.5279997;14534.16
0.5309997;15290.53;0.5309997;16976.47;0.5309997;15873.88;0.5309997;16382.29;0.5309997;15071.77;0.5309997;17113.66;0.5309997;16027.36;0.5309997;17151.25;0.5309997;18042.87;0.5309997;14662.02
0.5339997;15421.59;0.5339997;17107.89;0.5339997;16003.04;0.5339997;16517.35;0.5339997;15193.45;0.5339997;17246.24;0.5339997;16157.34;0.5339997;17281.04;0.5339997;18179.69;0.5339997;14789.97
0.5369998;15552.66;0.5369998;17238.74;0.5369998;16131.74;0.5369998;16651.89;0.5369998;15317.16;0.5369998;17378.94;0.5369998;16286.68;0.5369998;17410.7;0.5369998;18316.72;0.5369998;14918.13
0.5399998;15683.78;0.5399998;17370.74;0.5399998;16260.12;0.5399998;16786.44;0.5399998;15440.95;0.5399998;17511.68;0.5399998;16416.7;0.5399998;17540.76;0.5399998;18453.76;0.5399998;15047.45
0.5429998;15814.91;0.5429998;17504.38;0.5429998;16388.43;0.5429998;16921.95;0.5429998;15564.87;0.5429998;17643.77;0.5429998;16548.09;0.5429998;17671.28;0.5429998;18591.07;0.5429998;15176.76
0.5459998;15946.95;0.5459998;17637.48;0.5459998;16516.66;0.5459998;17057.45;0.5459998;15688.83;0.5459998;17775.36;0.5459998;16679.43;0.5459998;17801.83;0.5459998;18728.4;0.5459998;15306.25
0.5489998;16079.01;0.5489998;17768.72;0.5489998;16645.22;0.5489998;17194.35;0.5489998;15813.19;0.5489998;17907.3;0.5489998;16810.45;0.5489998;17932.47;0.5489998;18865.6;0.5489998;15435.74
0.5519999;16212.09;0.5519999;17899.97;0.5519999;16775.03;0.5519999;17331.57;0.5519999;15937.83;0.5519999;18039.81;0.5519999;16941.46;0.5519999;18063.13;0.5519999;19002.74;0.5519999;15566.31
0.5549999;16345.44;0.5549999;18031.3;0.5549999;16904.85;0.5549999;17468.13;0.5549999;16062.1;0.5549999;18172.41;0.5549999;17072.16;0.5549999;18193.92;0.5549999;19140.31;0.5549999;15697.19
0.5579999;16478.31;0.5579999;18162.63;0.5579999;17035.43;0.5579999;17604.29;0.5579999;16185.74;0.5579999;18305.43;0.5579999;17202.84;0.5579999;18324.72;0.5579999;19278.27;0.5579999;15827.28
0.5609999;16610.83;0.5609999;18296.37;0.5609999;17166.01;0.5609999;17741.05;0.5609999;16309.71;0.5609999;18438.45;0.5609999;17334.86;0.5609999;18455.42;0.5609999;19416.19;0.5609999;15956.82
0.564;16743.72;0.564;18430.57;0.564;17296.42;0.564;17878.63;0.564;16435.14;0.564;18571.48;0.564;17467.29;0.564;18586.1;0.564;19554.01;0.564;16087.09
0.567;16877.18;0.567;18563.33;0.567;17426.79;0.567;18016.49;0.567;16560.58;0.567;18704.51;0.567;17598.99;0.567;18717.04;0.567;19691.89;0.567;16218.43
0.57;17010.65;0.57;18695.3;0.57;17557.24;0.57;18155.3;0.57;16686.23;0.57;18837.86;0.57;17730.14;0.57;18848.1;0.57;19830.09;0.57;16349.76
0.573;17144.19;0.573;18827.93;0.573;17687.73;0.573;18294.1;0.573;16811.88;0.573;18971.27;0.573;17861.85;0.573;18979.51;0.573;19968.29;0.573;16481.1
0.576;17277.75;0.576;18961.34;0.576;17817.98;0.576;18432.84;0.576;16937.2;0.576;19105.76;0.576;17994.45;0.576;19111.28;0.576;20107.14;0.576;16612.47
0.5790001;17412.32;0.5790001;19094.66;0.5790001;17947.92;0.5790001;18571.59;0.5790001;17062.42;0.5790001;19240.91;0.5790001;18127.05;0.5790001;19243.28;0.5790001;20246.02;0.5790001;16744.88
0.5820001;17546.88;0.5820001;19227.71;0.5820001;18078;0.5820001;18710.69;0.5820001;17188.19;0.5820001;19376.2;0.5820001;18259.65;0.5820001;19375.8;0.5820001;20384.48;0.5820001;16877.28
0.5850001;17681.79;0.5850001;19360.69;0.5850001;18208.5;0.5850001;18849.85;0.5850001;17314.33;0.5850001;19511.69;0.5850001;18392.25;0.5850001;19508.3;0.5850001;20522.81;0.5850001;17010.03
0.5880001;17816.77;0.5880001;19492.63;0.5880001;18339.04;0.5880001;18989.49;0.5880001;17440.44;0.5880001;19647.26;0.5880001;18525.38;0.5880001;19640.78;0.5880001;20661.56;0.5880001;17142.85
0.5910001;17951.66;0.5910001;19624.58;0.5910001;18470.37;0.5910001;19129.38;0.5910001;17566.51;0.5910001;19783.12;0.5910001;18658.52;0.5910001;19773.25;0.5910001;20800.62;0.5910001;17276.16
0.5940002;18086.49;0.5940002;19758.85;0.5940002;18601.7;0.5940002;19269.24;0.5940002;17692.59;0.5940002;19918.99;0.5940002;18791.55;0.5940002;19906.13;0.5940002;20939.82;0.5940002;17409.74
0.5970002;18222.44;0.5970002;19893.43;0.5970002;18733.5;0.5970002;19409.04;0.5970002;17818.72;0.5970002;20055;0.5970002;18924.56;0.5970002;20039.03;0.5970002;21079.26;0.5970002;17543.27
0.6000002;18359.83;0.6000002;20028.36;0.6000002;18865.38;0.6000002;19548.94;0.6000002;17944.87;0.6000002;20191.01;0.6000002;19058.1;0.6000002;20172.13;0.6000002;21218.78;0.6000002;17676.74
0.6030002;18497.17;0.6030002;20163.44;0.6030002;18996.32;0.6030002;19689.07;0.6030002;18073.13;0.6030002;20326.15;0.6030002;19191.94;0.6030002;20305.29;0.6030002;21358.66;0.6030002;17810.35
0.6060002;18634.34;0.6060002;20298.22;0.6060002;19126.77;0.6060002;19829.13;0.6060002;18201.39;0.6060002;20461.18;0.6060002;19326.05;0.6060002;20438.42;0.6060002;21498.54;0.6060002;17944.32
0.6090003;18771.57;0.6090003;20432.68;0.6090003;19257.87;0.6090003;19968.49;0.6090003;18329.41;0.6090003;20596.97;0.6090003;19460.52;0.6090003;20571.53;0.6090003;21638.38;0.6090003;18078.32
0.6120003;18909.82;0.6120003;20567.53;0.6120003;19389.71;0.6120003;20107.85;0.6120003;18457.37;0.6120003;20733.12;0.6120003;19595.26;0.6120003;20704.78;0.6120003;21778.21;0.6120003;18212.6
0.6150003;19048.07;0.6150003;20703.23;0.6150003;19521.35;0.6150003;20248.62;0.6150003;18585.43;0.6150003;20869.34;0.6150003;19730.78;0.6150003;20838.29;0.6150003;21918.12;0.6150003;18346.88
0.6180003;19185.13;0.6180003;20838.96;0.6180003;19652.45;0.6180003;20389.55;0.6180003;18713.57;0.6180003;21005.63;0.6180003;19866.25;0.6180003;20971.88;0.6180003;22058.05;0.6180003;18481.6
0.6210003;19322.01;0.6210003;20974.92;0.6210003;19783.58;0.6210003;20530.53;0.6210003;18841.37;0.6210003;21142.19;0.6210003;20000.94;0.6210003;21105.81;0.6210003;22198.31;0.6210003;18616.36
0.6240004;19460.29;0.6240004;21110.87;0.6240004;19915.1;0.6240004;20671.53;0.6240004;18968.74;0.6240004;21279.32;0.6240004;20135.64;0.6240004;21239.75;0.6240004;22338.76;0.6240004;18751.41
0.6270004;19599.24;0.6270004;21247.38;0.6270004;20046.61;0.6270004;20813.04;0.6270004;19096.14;0.6270004;21416.47;0.6270004;20270.55;0.6270004;21373.66;0.6270004;22479.48;0.6270004;18886.58
0.6300004;19737.96;0.6300004;21383.94;0.6300004;20181;0.6300004;20955.07;0.6300004;19223.65;0.6300004;21553.72;0.6300004;20405.49;0.6300004;21507.56;0.6300004;22620.55;0.6300004;19021.35
0.6330004;19876.42;0.6330004;21520.03;0.6330004;20315.77;0.6330004;21097.56;0.6330004;19351.27;0.6330004;21690.97;0.6330004;20540.13;0.6330004;21641.48;0.6330004;22761.58;0.6330004;19155.77
0.6360005;20015.32;0.6360005;21655.94;0.6360005;20448.92;0.6360005;21241.06;0.6360005;19481.36;0.6360005;21828.73;0.6360005;20674.64;0.6360005;21775.4;0.6360005;22902.51;0.6360005;19290.76
0.6390005;20155.29;0.6390005;21792.18;0.6390005;20581.34;0.6390005;21384.48;0.6390005;19611.46;0.6390005;21966.53;0.6390005;20809.79;0.6390005;21909.45;0.6390005;23043.43;0.6390005;19426.92
0.6420005;20295.13;0.6420005;21928.7;0.6420005;20714.26;0.6420005;21527.34;0.6420005;19741.87;0.6420005;22103.63;0.6420005;20945.61;0.6420005;22043.57;0.6420005;23184.06;0.6420005;19563.05
0.6450005;20433.86;0.6450005;22065.21;0.6450005;20847.68;0.6450005;21670.2;0.6450005;19872.33;0.6450005;22240.49;0.6450005;21081.37;0.6450005;22177.94;0.6450005;23324.69;0.6450005;19699.05
0.6480005;20572.58;0.6480005;22201.7;0.6480005;20981.06;0.6480005;21812.97;0.6480005;20003.11;0.6480005;22378.43;0.6480005;21217;0.6480005;22312.64;0.6480005;23465.85;0.6480005;19835.05
0.6510006;20713.18;0.6510006;22338.38;0.6510006;21114.37;0.6510006;21955.74;0.6510006;20134.05;0.6510006;22517.24;0.6510006;21352.54;0.6510006;22447.39;0.6510006;23607.08;0.6510006;19971.87
0.6540006;20853.95;0.6540006;22476.04;0.6540006;21247.85;0.6540006;22099.02;0.6540006;20265.26;0.6540006;22655.86;0.6540006;21487.35;0.6540006;22582.31;0.6540006;23748.65;0.6540006;20108.72
0.6570006;20993.82;0.6570006;22613.7;0.6570006;21382.69;0.6570006;22242.47;0.6570006;20396.76;0.6570006;22794.13;0.6570006;21622.17;0.6570006;22717.24;0.6570006;23890.37;0.6570006;20245.67
0.6600006;21133.35;0.6600006;22751.56;0.6600006;21517.52;0.6600006;22386.9;0.6600006;20527.99;0.6600006;22932.4;0.6600006;21757.77;0.6600006;22852.6;0.6600006;24031.93;0.6600006;20382.64
0.6630006;21273.11;0.6630006;22889.42;0.6630006;21652.28;0.6630006;22532.16;0.6630006;20658.5;0.6630006;23070.65;0.6630006;21893.43;0.6630006;22987.96;0.6630006;24173.31;0.6630006;20519.44
0.6660007;21413.07;0.6660007;23026.5;0.6660007;21787.03;0.6660007;22677.21;0.6660007;20788.94;0.6660007;23208.91;0.6660007;22029.36;0.6660007;23123.41;0.6660007;24314.73;0.6660007;20656.12
0.6690007;21552.95;0.6690007;23163.33;0.6690007;21922.16;0.6690007;22821.87;0.6690007;20918.59;0.6690007;23347.48;0.6690007;22165.38;0.6690007;23258.87;0.6690007;24456.25;0.6690007;20793.03
0.6720007;21692.69;0.6720007;23299.44;0.6720007;22057.44;0.6720007;22966.45;0.6720007;21048.23;0.6720007;23486.06;0.6720007;22301.85;0.6720007;23394.04;0.6720007;24597.77;0.6720007;20930.28
0.6750007;21832.47;0.6750007;23435.01;0.6750007;22192.11;0.6750007;23110.63;0.6750007;21180.62;0.6750007;23624.39;0.6750007;22438.66;0.6750007;23529.04;0.6750007;24739.3;0.6750007;21067.75
0.6780007;21972.51;0.6780007;23570.81;0.6780007;22326.26;0.6780007;23254.8;0.6780007;21313.36;0.6780007;23762.67;0.6780007;22575.15;0.6780007;23664.34;0.6780007;24880.82;0.6780007;21206.14
0.6810008;22112.56;0.6810008;23707.02;0.6810008;22460.36;0.6810008;23399.81;0.6810008;21444.37;0.6810008;23900.5;0.6810008;22711.11;0.6810008;23800;0.6810008;25022.38;0.6810008;21344.52
0.6840008;22253.5;0.6840008;23843.13;0.6840008;22594.37;0.6840008;23544.84;0.6840008;21574.62;0.6840008;24038.05;0.6840008;22847.1;0.6840008;23935.77;0.6840008;25163.94;0.6840008;21483.01
0.6870008;22394.47;0.6870008;23978.87;0.6870008;22728.38;0.6870008;23689.84;0.6870008;21706.33;0.6870008;24176.34;0.6870008;22983.27;0.6870008;24071.81;0.6870008;25306.37;0.6870008;21621.5
0.6900008;22535.16;0.6900008;24114.61;0.6900008;22862.43;0.6900008;23834.84;0.6900008;21839.47;0.6900008;24315.65;0.6900008;23119.44;0.6900008;24207.84;0.6900008;25449.14;0.6900008;21760.36
0.6930009;22675.76;0.6930009;24250.65;0.6930009;22996.48;0.6930009;23979.64;0.6930009;21972.93;0.6930009;24454.66;0.6930009;23255.04;0.6930009;24343.81;0.6930009;25591.53;0.6930009;21899.29
0.6960009;22816.63;0.6960009;24386.69;0.6960009;23130.81;0.6960009;24124.32;0.6960009;22107.1;0.6960009;24592.72;0.6960009;23390.64;0.6960009;24479.78;0.6960009;25733.57;0.6960009;22038.13
0.6990009;22957.69;0.6990009;24523.87;0.6990009;23265.14;0.6990009;24269.33;0.6990009;22240.99;0.6990009;24730.81;0.6990009;23527.02;0.6990009;24615.96;0.6990009;25875.41;0.6990009;22176.92
0.7020009;23098.94;0.7020009;24661.35;0.7020009;23400.31;0.7020009;24414.87;0.7020009;22372.79;0.7020009;24869.39;0.7020009;23663.6;0.7020009;24752.16;0.7020009;26016.88;0.7020009;22315.73
0.7050009;23240.46;0.7050009;24799.06;0.7050009;23535.74;0.7050009;24560.59;0.7050009;22504.6;0.7050009;25007.97;0.7050009;23800.02;0.7050009;24888.29;0.7050009;26158.44;0.7050009;22454.58
0.708001;23382.04;0.708001;24936.94;0.708001;23671.06;0.708001;24707.06;0.708001;22635.85;0.708001;25147.17;0.708001;23936.35;0.708001;25024.38;0.708001;26300.58;0.708001;22593.65
0.711001;23523.83;0.711001;25074.68;0.711001;23806.29;0.711001;24853.53;0.711001;22767.05;0.711001;25286.46;0.711001;24073.15;0.711001;25160.18;0.711001;26442.72;0.711001;22733.38
0.714001;23665.62;0.714001;25212.19;0.714001;23941.77;0.714001;24999.33;0.714001;22899.34;0.714001;25426.65;0.714001;24210.59;0.714001;25295.71;0.714001;26584.55;0.714001;22873.05
0.717001;23807.27;0.717001;25349.78;0.717001;24077.66;0.717001;25145.12;0.717001;23032.03;0.717001;25567.28;0.717001;24347.93;0.717001;25431.46;0.717001;26726.37;0.717001;23012.11
0.720001;23948.92;0.720001;25487.62;0.720001;24213.57;0.720001;25291.14;0.720001;23164.45;0.720001;25707.27;0.720001;24484.9;0.720001;25567.73;0.720001;26868.25;0.720001;23151.16
0.7230011;24091.98;0.7230011;25625.43;0.7230011;24349.61;0.7230011;25437.21;0.7230011;23296.63;0.7230011;25846.59;0.7230011;24621.9;0.7230011;25703.94;0.7230011;27010.14;0.7230011;23291.26
0.7260011;24235.32;0.7260011;25761.56;0.7260011;24485.65;0.7260011;25583.96;0.7260011;23429.3;0.7260011;25985.81;0.7260011;24759.56;0.7260011;25839.61;0.7260011;27152.05;0.7260011;23431.51
0.7290011;24377.62;0.7290011;25897.68;0.7290011;24620.95;0.7290011;25731.12;0.7290011;23562.91;0.7290011;26124.78;0.7290011;24897.21;0.7290011;25975.29;0.7290011;27293.97;0.7290011;23571.2
0.7320011;24519.33;0.7320011;26032.5;0.7320011;24756.24;0.7320011;25877.62;0.7320011;23696.32;0.7320011;26263.85;0.7320011;25034.51;0.7320011;26110.88;0.7320011;27435.73;0.7320011;23710.65
0.7350011;24661.66;0.7350011;26167.03;0.7350011;24891.53;0.7350011;26023.28;0.7350011;23828.57;0.7350011;26403.69;0.7350011;25171.74;0.7350011;26246.46;0.7350011;27577.21;0.7350011;23850.16
0.7380012;24804.75;0.7380012;26303.24;0.7380012;25026.82;0.7380012;26169.01;0.7380012;23960.83;0.7380012;26543.54;0.7380012;25308.72;0.7380012;26382.33;0.7380012;27718.57;0.7380012;23989.73
