Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;;Curve No. 11;
0.1800001;4431.041;0.1800001;4204.804;0.1800001;4218.877;0.1800001;4694.616;0.1800001;4108.793;0.1800001;3715.018;0.1800001;3669.495;0.1800001;3919.694;0.1800001;3805.846;0.1800001;3767.707
0.1830001;4516.345;0.1830001;4283.493;0.1830001;4298.685;0.1830001;4784.886;0.1830001;4193.689;0.1830001;3788.513;0.1830001;3739.094;0.1830001;3991.927;0.1830001;3881.101;0.1830001;3842.773
0.1860001;4603.187;0.1860001;4363.19;0.1860001;4379.36;0.1860001;4876.688;0.1860001;4279.333;0.1860001;3863.68;0.1860001;3808.747;0.1860001;4065.502;0.1860001;3957.527;0.1860001;3919.155
0.1890001;4690.667;0.1890001;4443.34;0.1890001;4461.185;0.1890001;4968.734;0.1890001;4366.342;0.1890001;3938.998;0.1890001;3879.956;0.1890001;4139.252;0.1890001;4034.34;0.1890001;3995.971
0.1920001;4779.297;0.1920001;4525.142;0.1920001;4543.489;0.1920001;5062.59;0.1920001;4453.729;0.1920001;4015.931;0.1920001;3951.614;0.1920001;4214.228;0.1920001;4112.585;0.1920001;4074.7
0.1950001;4869.022;0.1950001;4606.989;0.1950001;4627.327;0.1950001;5156.445;0.1950001;4543.079;0.1950001;4093.469;0.1950001;4024.426;0.1950001;4289.75;0.1950001;4190.873;0.1950001;4153.43
0.1980001;4959.354;0.1980001;4690.553;0.1980001;4711.25;0.1980001;5252.118;0.1980001;4632.429;0.1980001;4172.048;0.1980001;4098.061;0.1980001;4366.089;0.1980001;4271.026;0.1980001;4234.077
0.2010001;5050.986;0.2010001;4774.116;0.2010001;4796.922;0.2010001;5347.929;0.2010001;4724.041;0.2010001;4251.522;0.2010001;4172.424;0.2010001;4443.25;0.2010001;4351.179;0.2010001;4314.73
0.2040001;5142.852;0.2040001;4859.256;0.2040001;4882.595;0.2040001;5445.091;0.2040001;4815.721;0.2040001;4331.611;0.2040001;4247.919;0.2040001;4520.963;0.2040001;4433.015;0.2040001;4396.934
0.2070001;5236.368;0.2070001;4944.707;0.2070001;4969.946;0.2070001;5542.734;0.2070001;4908.963;0.2070001;4412.857;0.2070001;4323.751;0.2070001;4599.93;0.2070001;4515.192;0.2070001;4479.502
0.2100001;5329.885;0.2100001;5031.285;0.2100001;5057.58;0.2100001;5641.083;0.2100001;5002.651;0.2100001;4494.429;0.2100001;4400.929;0.2100001;4679.075;0.2100001;4598.668;0.2100001;4563.355
0.2130001;5425.427;0.2130001;5118.482;0.2130001;5146.206;0.2130001;5740.015;0.2130001;5097.531;0.2130001;4577.75;0.2130001;4478.122;0.2130001;4759.646;0.2130001;4682.876;0.2130001;4647.989
0.2160002;5521.125;0.2160002;5206.613;0.2160002;5235.333;0.2160002;5839.538;0.2160002;5193.25;0.2160002;4661.07;0.2160002;4557.264;0.2160002;4840.218;0.2160002;4768.003;0.2160002;4733.622
0.2190002;5618.108;0.2190002;5295.861;0.2190002;5325.378;0.2190002;5940.125;0.2190002;5289.843;0.2190002;4746.367;0.2190002;4636.407;0.2190002;4922.651;0.2190002;4854.264;0.2190002;4820.557
0.2220002;5715.555;0.2220002;5385.553;0.2220002;5416.448;0.2220002;6040.842;0.2220002;5387.776;0.2220002;4831.734;0.2220002;4717.016;0.2220002;5005.253;0.2220002;4941.043;0.2220002;4907.875
0.2250002;5813.925;0.2250002;5476.473;0.2250002;5508.063;0.2250002;6142.212;0.2250002;5486.087;0.2250002;4918.545;0.2250002;4797.956;0.2250002;5088.927;0.2250002;5029.334;0.2250002;4996.36
0.2280002;5913.082;0.2280002;5567.542;0.2280002;5601.069;0.2280002;6243.583;0.2280002;5585.896;0.2280002;5005.773;0.2280002;4880.069;0.2280002;5173.015;0.2280002;5117.724;0.2280002;5084.985
0.2310002;6012.683;0.2310002;5660.467;0.2310002;5694.192;0.2310002;6345.569;0.2310002;5685.72;0.2310002;5094.194;0.2310002;4962.892;0.2310002;5258.036;0.2310002;5207.586;0.2310002;5175.797
0.2340002;6113.129;0.2340002;5753.392;0.2340002;5788.5;0.2340002;6447.573;0.2340002;5787.196;0.2340002;5183.46;0.2340002;5046.592;0.2340002;5343.896;0.2340002;5297.449;0.2340002;5266.608
0.2370002;6213.696;0.2370002;5847.75;0.2370002;5882.809;0.2370002;6550.686;0.2370002;5888.671;0.2370002;5273.458;0.2370002;5131.451;0.2370002;5430.335;0.2370002;5389.133;0.2370002;5358.733
0.2400002;6314.959;0.2400002;5942.296;0.2400002;5978.597;0.2400002;6654.109;0.2400002;5991.047;0.2400002;5364.584;0.2400002;5216.754;0.2400002;5517.949;0.2400002;5481.085;0.2400002;5451.047
0.2430002;6416.223;0.2430002;6037.822;0.2430002;6074.549;0.2430002;6758.31;0.2430002;6093.625;0.2430002;5456.055;0.2430002;5303.462;0.2430002;5605.791;0.2430002;5574.306;0.2430002;5544.979
0.2460002;6517.708;0.2460002;6133.78;0.2460002;6171.155;0.2460002;6863.051;0.2460002;6196.018;0.2460002;5548.89;0.2460002;5390.263;0.2460002;5695.1;0.2460002;5668.119;0.2460002;5639.646
0.2490002;6619.204;0.2490002;6230.142;0.2490002;6268.03;0.2490002;6968.357;0.2490002;6298.298;0.2490002;5641.744;0.2490002;5478.864;0.2490002;5784.409;0.2490002;5762.834;0.2490002;5735.14
0.2520002;6721.682;0.2520002;6326.901;0.2520002;6365.244;0.2520002;7074.518;0.2520002;6400.861;0.2520002;5736.506;0.2520002;5567.466;0.2520002;5875.27;0.2520002;5858.485;0.2520002;5831.46
0.2550002;6824.48;0.2550002;6423.656;0.2550002;6462.773;0.2550002;7180.961;0.2550002;6503.798;0.2550002;5831.268;0.2550002;5657.356;0.2550002;5966.231;0.2550002;5954.588;0.2550002;5928.363
0.2580002;6928.01;0.2580002;6520.402;0.2580002;6560.585;0.2580002;7288.491;0.2580002;6607.178;0.2580002;5927.247;0.2580002;5747.46;0.2580002;6058.499;0.2580002;6051.748;0.2580002;6026.544
0.2610002;7032.122;0.2610002;6617.321;0.2610002;6658.977;0.2610002;7396.05;0.2610002;6711.982;0.2610002;6023.497;0.2610002;5838.963;0.2610002;6151.212;0.2610002;6149.038;0.2610002;6124.924
0.2640002;7136.894;0.2640002;6715.476;0.2640002;6757.529;0.2640002;7505.345;0.2640002;6816.851;0.2640002;6120.697;0.2640002;5931.167;0.2640002;6244.744;0.2640002;6247.396;0.2640002;6224.667
0.2670002;7242.834;0.2670002;6813.63;0.2670002;6857.084;0.2670002;7614.641;0.2670002;6923.134;0.2670002;6218.464;0.2670002;6023.991;0.2670002;6338.946;0.2670002;6345.754;0.2670002;6324.411
0.2700002;7348.971;0.2700002;6913.156;0.2700002;6956.639;0.2700002;7725.226;0.2700002;7029.417;0.2700002;6316.329;0.2700002;6117.499;0.2700002;6433.576;0.2700002;6443.272;0.2700002;6424.668
0.2730002;7456.098;0.2730002;7012.783;0.2730002;7057.32;0.2730002;7836.085;0.2730002;7137.305;0.2730002;6414.319;0.2730002;6211.199;0.2730002;6528.984;0.2730002;6540.715;0.2730002;6524.958
0.2760001;7563.226;0.2760001;7113.58;0.2760001;7158.062;0.2760001;7948.069;0.2760001;7245.478;0.2760001;6512.508;0.2760001;6305.383;0.2760001;6624.49;0.2760001;6639.005;0.2760001;6624.43
0.2790001;7672.076;0.2790001;7214.783;0.2790001;7259.967;0.2790001;8060.704;0.2790001;7354.797;0.2790001;6611.315;0.2790001;6399.538;0.2790001;6720.505;0.2790001;6737.614;0.2790001;6723.631
0.2820001;7780.981;0.2820001;7316.744;0.2820001;7362.235;0.2820001;8173.997;0.2820001;7464.719;0.2820001;6710.196;0.2820001;6493.397;0.2820001;6816.52;0.2820001;6837.204;0.2820001;6823.644
0.2850001;7891.037;0.2850001;7419.321;0.2850001;7465.415;0.2850001;8288.117;0.2850001;7575.505;0.2850001;6810.434;0.2850001;6587.257;0.2850001;6912.47;0.2850001;6937.64;0.2850001;6924.279
0.2880001;8001.432;0.2880001;7522.461;0.2880001;7569.272;0.2880001;8402.59;0.2880001;7687.298;0.2880001;6910.671;0.2880001;6682.346;0.2880001;7008.417;0.2880001;7038.544;0.2880001;7025.614
0.2910001;8112.907;0.2910001;7626.591;0.2910001;7673.742;0.2910001;8518.11;0.2910001;7799.438;0.2910001;7012.041;0.2910001;6777.57;0.2910001;7105.006;0.2910001;7140.334;0.2910001;7128.096
0.2940001;8225.179;0.2940001;7730.929;0.2940001;7779.192;0.2940001;8633.721;0.2940001;7912.518;0.2940001;7113.595;0.2940001;6873.749;0.2940001;7201.786;0.2940001;7242.378;0.2940001;7230.842
0.2970001;8338.107;0.2970001;7836.267;0.2970001;7884.872;0.2970001;8750.719;0.2970001;8025.716;0.2970001;7216.079;0.2970001;6970.318;0.2970001;7299.383;0.2970001;7345.806;0.2970001;7334.704
0.3000001;8452.11;0.3000001;7941.604;0.3000001;7991.496;0.3000001;8867.716;0.3000001;8140.375;0.3000001;7319.027;0.3000001;7067.555;0.3000001;7397.58;0.3000001;7449.233;0.3000001;7438.573
0.3030001;8566.44;0.3030001;8048.773;0.3030001;8098.13;0.3030001;8985.633;0.3030001;8255.035;0.3030001;7422.814;0.3030001;7165.412;0.3030001;7496.278;0.3030001;7554.136;0.3030001;7544.037
0.3060001;8682.225;0.3060001;8155.977;0.3060001;8206.412;0.3060001;9103.687;0.3060001;8371.151;0.3060001;7527.53;0.3060001;7263.812;0.3060001;7595.782;0.3060001;7659.094;0.3060001;7649.5
0.309;8798.008;0.309;8264.419;0.309;8314.693;0.309;9222.776;0.309;8487.466;0.309;7632.723;0.309;7363.328;0.309;7695.554;0.309;7765.081;0.309;7756.45
0.312;8915.169;0.312;8373.189;0.312;8424.293;0.312;9342.354;0.312;8604.611;0.312;7739.13;0.312;7463.048;0.312;7796.469;0.312;7871.37;0.312;7863.731
0.315;9032.348;0.315;8482.873;0.315;8534.188;0.315;9462.5;0.315;8722.136;0.315;7845.632;0.315;7564.074;0.315;7897.385;0.315;7978.551;0.315;7971.822
0.318;9150.864;0.318;8593.166;0.318;8644.83;0.318;9583.239;0.318;8840.35;0.318;7953.094;0.318;7665.101;0.318;7999.973;0.318;8086.376;0.318;8080.386
0.321;9269.733;0.321;8704.081;0.321;8755.915;0.321;9704.446;0.321;8959.272;0.321;8060.555;0.321;7767.449;0.321;8102.567;0.321;8194.846;0.321;8189.715
0.324;9389.282;0.324;8815.901;0.324;8867.71;0.324;9826.752;0.324;9078.601;0.324;8169.49;0.324;7869.876;0.324;8206.148;0.324;8304.326;0.324;8300.003
0.327;9509.293;0.327;8928.038;0.327;8980.415;0.327;9949.177;0.327;9198.881;0.327;8278.593;0.327;7973.541;0.327;8309.972;0.327;8414.052;0.327;8410.736
0.33;9629.914;0.33;9041.324;0.33;9093.461;0.33;10072.59;0.33;9319.279;0.33;8388.737;0.33;8077.614;0.33;8415.016;0.33;8524.773;0.33;8522.749
0.333;9751.454;0.333;9154.647;0.333;9207.534;0.333;10196;0.333;9440.686;0.333;8499.315;0.333;8182.528;0.333;8520.842;0.333;8635.503;0.333;8634.847
0.336;9873.2;0.336;9269.471;0.336;9321.675;0.336;10320.48;0.336;9562.092;0.336;8610.538;0.336;8288.108;0.336;8627.137;0.336;8747.819;0.336;8748.03
0.339;9995.75;0.339;9384.293;0.339;9436.879;0.339;10445.06;0.339;9684.737;0.339;8722.369;0.339;8394.307;0.339;8734.088;0.339;8860.136;0.339;8861.213
0.3419999;10118.31;0.3419999;9500.178;0.3419999;9552.084;0.3419999;10570.47;0.3419999;9807.504;0.3419999;8834.721;0.3419999;8501.575;0.3419999;8841.394;0.3419999;8973.558;0.3419999;8975.597
0.3449999;10241.97;0.3449999;9616.277;0.3449999;9668.469;0.3449999;10696.19;0.3449999;9931.105;0.3449999;8948.159;0.3449999;8609.025;0.3449999;8949.934;0.3449999;9087.234;0.3449999;9090.136
0.3479999;10365.64;0.3479999;9733.163;0.3479999;9785.034;0.3479999;10822.5;0.3479999;10055.04;0.3479999;9061.762;0.3479999;8717.343;0.3479999;9058.515;0.3479999;9201.754;0.3479999;9205.694
0.3509999;10490.26;0.3509999;9850.493;0.3509999;9902.469;0.3509999;10949.31;0.3509999;10179.58;0.3509999;9176.436;0.3509999;8825.66;0.3509999;9168.393;0.3509999;9316.789;0.3509999;9321.693
0.3539999;10615.11;0.3539999;9968.419;0.3539999;10020.32;0.3539999;11076.53;0.3539999;10304.68;0.3539999;9291.108;0.3539999;8935.117;0.3539999;9278.27;0.3539999;9432.53;0.3539999;9438.42
0.3569999;10740.65;0.3569999;10087.09;0.3569999;10138.74;0.3569999;11204.56;0.3569999;10430.14;0.3569999;9407.239;0.3569999;9044.594;0.3569999;9389.284;0.3569999;9549.224;0.3569999;9555.843
0.3599999;10866.64;0.3599999;10206.05;0.3599999;10257.76;0.3599999;11332.7;0.3599999;10556.35;0.3599999;9523.458;0.3599999;9155.357;0.3599999;9500.519;0.3599999;9666.161;0.3599999;9673.728
0.3629999;10993.15;0.3629999;10325.88;0.3629999;10377.09;0.3629999;11461.5;0.3629999;10682.72;0.3629999;9640.585;0.3629999;9266.463;0.3629999;9612.521;0.3629999;9783.9;0.3629999;9792.573
0.3659999;11120.38;0.3659999;10445.78;0.3659999;10497.16;0.3659999;11590.31;0.3659999;10810.14;0.3659999;9758.007;0.3659999;9378.375;0.3659999;9724.948;0.3659999;9901.682;0.3659999;9911.534
0.3689999;11247.92;0.3689999;10566.73;0.3689999;10617.32;0.3689999;11720.06;0.3689999;10937.57;0.3689999;9876.081;0.3689999;9490.825;0.3689999;9838.076;0.3689999;10020.46;0.3689999;10031.21
0.3719999;11376.51;0.3719999;10687.67;0.3719999;10738.34;0.3719999;11849.86;0.3719999;11065.78;0.3719999;9994.655;0.3719999;9603.617;0.3719999;9952.056;0.3719999;10139.24;0.3719999;10150.89
0.3749999;11505.13;0.3749999;10809.63;0.3749999;10859.35;0.3749999;11980.27;0.3749999;11194.04;0.3749999;10113.71;0.3749999;9716.905;0.3749999;10066.27;0.3749999;10258.9;0.3749999;10271.65
0.3779998;11634.58;0.3779998;10931.74;0.3779998;10981.08;0.3779998;12110.87;0.3779998;11323.23;0.3779998;10233.56;0.3779998;9830.506;0.3779998;10181.15;0.3779998;10378.72;0.3779998;10392.47
0.3809998;11764.04;0.3809998;11054.52;0.3809998;11102.86;0.3809998;12241.72;0.3809998;11452.75;0.3809998;10353.64;0.3809998;9945.249;0.3809998;10296.13;0.3809998;10499.56;0.3809998;10513.96
0.3839998;11894.2;0.3839998;11177.61;0.3839998;11225.37;0.3839998;12372.76;0.3839998;11582.8;0.3839998;10474.73;0.3839998;10060.01;0.3839998;10412.49;0.3839998;10620.94;0.3839998;10635.66
0.3869998;12024.5;0.3869998;11301.08;0.3869998;11348.16;0.3869998;12504.16;0.3869998;11713.28;0.3869998;10595.82;0.3869998;10175.5;0.3869998;10528.84;0.3869998;10742.72;0.3869998;10758.21
0.3899998;12155.25;0.3899998;11424.97;0.3899998;11471.29;0.3899998;12636.11;0.3899998;11843.95;0.3899998;10718.09;0.3899998;10290.99;0.3899998;10646.11;0.3899998;10864.96;0.3899998;10881.39
0.3929998;12286.28;0.3929998;11549.11;0.3929998;11594.74;0.3929998;12768.17;0.3929998;11974.97;0.3929998;10840.37;0.3929998;10407.48;0.3929998;10763.5;0.3929998;10987.56;0.3929998;11004.85
0.3959998;12417.62;0.3959998;11673.87;0.3959998;11718.47;0.3959998;12900.74;0.3959998;12106.1;0.3959998;10963.54;0.3959998;10524.17;0.3959998;10881.53;0.3959998;11111.15;0.3959998;11128.74
0.3989998;12549.38;0.3989998;11798.73;0.3989998;11842.77;0.3989998;13033.3;0.3989998;12237.82;0.3989998;11086.94;0.3989998;10641.74;0.3989998;10999.86;0.3989998;11234.79;0.3989998;11252.85
