Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
0.1800001;3761.818;0.1800001;4278.457;0.1800001;4576.372;0.1800001;3893.147;0.1800001;3445.444;0.1800001;3847.302;0.1800001;3845.497;0.1800001;3946.884;0.1800001;4036.504;0.1800001;3738.937
0.1830001;3836.566;0.1830001;4361.761;0.1830001;4666.58;0.1830001;3967.239;0.1830001;3510.611;0.1830001;3923.139;0.1830001;3921.473;0.1830001;4021.03;0.1830001;4112.689;0.1830001;3807.293
0.1860001;3912.435;0.1860001;4445.847;0.1860001;4758.074;0.1860001;4041.501;0.1860001;3576.287;0.1860001;4000.651;0.1860001;3998.227;0.1860001;4095.657;0.1860001;4188.874;0.1860001;3877.385
0.1890001;3988.361;0.1890001;4530.495;0.1890001;4849.958;0.1890001;4117.211;0.1890001;3642.167;0.1890001;4078.162;0.1890001;4075.323;0.1890001;4170.368;0.1890001;4267.063;0.1890001;3947.567
0.1920001;4065.72;0.1920001;4615.793;0.1920001;4943.319;0.1920001;4192.922;0.1920001;3708.42;0.1920001;4157.605;0.1920001;4153.538;0.1920001;4246.396;0.1920001;4345.583;0.1920001;4019.204
0.1950001;4143.535;0.1950001;4701.507;0.1950001;5036.712;0.1950001;4270.406;0.1950001;3774.962;0.1950001;4237.437;0.1950001;4232.839;0.1950001;4323.095;0.1950001;4424.389;0.1950001;4090.841
0.1980001;4222.41;0.1980001;4788.336;0.1980001;5131.98;0.1980001;4348.049;0.1980001;3842.945;0.1980001;4317.61;0.1980001;4312.867;0.1980001;4400.625;0.1980001;4503.339;0.1980001;4163.608
0.2010001;4302.095;0.2010001;4875.353;0.2010001;5227.249;0.2010001;4426.48;0.2010001;3910.928;0.2010001;4397.975;0.2010001;4394.45;0.2010001;4479.083;0.2010001;4583.468;0.2010001;4236.552
0.2040001;4382.164;0.2040001;4964.519;0.2040001;5324.299;0.2040001;4505.203;0.2040001;3980.644;0.2040001;4479.248;0.2040001;4476.133;0.2040001;4557.772;0.2040001;4664.914;0.2040001;4310.401
0.2070001;4462.872;0.2070001;5053.685;0.2070001;5421.725;0.2070001;4584.965;0.2070001;4050.392;0.2070001;4561.636;0.2070001;4558.478;0.2070001;4637.057;0.2070001;4747.091;0.2070001;4384.687
0.2100001;4544.091;0.2100001;5143.962;0.2100001;5519.972;0.2100001;4665.602;0.2100001;4120.702;0.2100001;4644.496;0.2100001;4640.823;0.2100001;4716.575;0.2100001;4831.162;0.2100001;4460.063
0.2130001;4627.588;0.2130001;5234.38;0.2130001;5618.692;0.2130001;4747.118;0.2130001;4191.156;0.2130001;4728.724;0.2130001;4724.85;0.2130001;4798.414;0.2130001;4915.243;0.2130001;4536.606
0.2160002;4711.085;0.2160002;5326.469;0.2160002;5718.461;0.2160002;4830.218;0.2160002;4262.68;0.2160002;4813.058;0.2160002;4808.979;0.2160002;4880.253;0.2160002;4999.429;0.2160002;4613.482
0.2190002;4796.014;0.2190002;5419.289;0.2190002;5819.547;0.2190002;4913.502;0.2190002;4334.886;0.2190002;4898.938;0.2190002;4894.521;0.2190002;4962.955;0.2190002;5083.614;0.2190002;4691.167
0.2220002;4880.955;0.2220002;5512.668;0.2220002;5920.974;0.2220002;4997.678;0.2220002;4407.608;0.2220002;4984.818;0.2220002;4980.523;0.2220002;5045.75;0.2220002;5169.33;0.2220002;4769.006
0.2250002;4967.11;0.2250002;5606.599;0.2250002;6023.416;0.2250002;5081.854;0.2250002;4481.027;0.2250002;5072.447;0.2250002;5067.332;0.2250002;5129.334;0.2250002;5255.229;0.2250002;4848.219
0.2280002;5053.569;0.2280002;5700.831;0.2280002;6125.91;0.2280002;5167.548;0.2280002;4554.846;0.2280002;5160.332;0.2280002;5154.755;0.2280002;5213.239;0.2280002;5342.736;0.2280002;4927.433
0.2310002;5141.085;0.2310002;5795.729;0.2310002;6229.217;0.2310002;5253.266;0.2310002;4629.935;0.2310002;5249.262;0.2310002;5242.834;0.2310002;5297.54;0.2310002;5430.934;0.2310002;5008.115
0.2340002;5229.281;0.2340002;5890.76;0.2340002;6332.524;0.2340002;5339.997;0.2340002;4705.106;0.2340002;5338.683;0.2340002;5331.977;0.2340002;5382.206;0.2340002;5519.579;0.2340002;5088.947
0.2370002;5318.255;0.2370002;5986.756;0.2370002;6436.34;0.2370002;5426.983;0.2370002;4781.708;0.2370002;5429.029;0.2370002;5421.438;0.2370002;5467.625;0.2370002;5608.661;0.2370002;5170.793
0.2400002;5408.315;0.2400002;6082.752;0.2400002;6540.232;0.2400002;5514.628;0.2400002;4858.31;0.2400002;5520.345;0.2400002;5512.224;0.2400002;5554.582;0.2400002;5698.187;0.2400002;5253.041
0.2430002;5498.698;0.2430002;6177.855;0.2430002;6644.76;0.2430002;5602.69;0.2430002;4935.978;0.2430002;5611.773;0.2430002;5603.018;0.2430002;5641.731;0.2430002;5788.688;0.2430002;5335.881
0.2460002;5590.184;0.2460002;6272.892;0.2460002;6749.592;0.2460002;5691.377;0.2460002;5013.808;0.2460002;5703.466;0.2460002;5695.04;0.2460002;5730.094;0.2460002;5879.333;0.2460002;5419.258
0.2490002;5681.702;0.2490002;6368.103;0.2490002;6854.646;0.2490002;5780.909;0.2490002;5092.396;0.2490002;5795.387;0.2490002;5787.061;0.2490002;5818.457;0.2490002;5971.041;0.2490002;5503.014
0.2520002;5774.139;0.2520002;6463.375;0.2520002;6959.936;0.2520002;5870.833;0.2520002;5171.334;0.2520002;5889.245;0.2520002;5879.829;0.2520002;5907.702;0.2520002;6062.749;0.2520002;5587.532
0.2550002;5866.576;0.2550002;6559.601;0.2550002;7065.372;0.2550002;5962.016;0.2550002;5250.843;0.2550002;5983.103;0.2550002;5972.764;0.2550002;5996.999;0.2550002;6154.262;0.2550002;5672.383
0.2580002;5959.737;0.2580002;6656.607;0.2580002;7171.169;0.2580002;6053.211;0.2580002;5330.928;0.2580002;6076.206;0.2580002;6065.265;0.2580002;6086.64;0.2580002;6245.76;0.2580002;5759.278
0.2610002;6053.035;0.2610002;6754.217;0.2610002;7277.047;0.2610002;6144.657;0.2610002;5411.741;0.2610002;6169.237;0.2610002;6157.511;0.2610002;6176.393;0.2610002;6337.145;0.2610002;5846.174
0.2640002;6145.648;0.2640002;6852.898;0.2640002;7383.677;0.2640002;6236.102;0.2640002;5494.175;0.2640002;6262.017;0.2640002;6249.822;0.2640002;6266.892;0.2640002;6428.487;0.2640002;5933.174
0.2670002;6237.895;0.2670002;6951.733;0.2670002;7490.306;0.2670002;6326.714;0.2670002;5576.734;0.2670002;6354.699;0.2670002;6342.217;0.2670002;6357.976;0.2670002;6519.517;0.2670002;6020.18
0.2700002;6330.634;0.2700002;7051.311;0.2700002;7598.647;0.2700002;6417.193;0.2700002;5660.171;0.2700002;6448.128;0.2700002;6435.171;0.2700002;6448.149;0.2700002;6610.275;0.2700002;6107.997
0.2730002;6423.96;0.2730002;7150.888;0.2730002;7707.168;0.2730002;6507.996;0.2730002;5743.608;0.2730002;6542.221;0.2730002;6529.805;0.2730002;6536.752;0.2730002;6701.509;0.2730002;6196.074
0.2760001;6517.597;0.2760001;7252.024;0.2760001;7816.758;0.2760001;6598.957;0.2760001;5828.114;0.2760001;6637.016;0.2760001;6624.438;0.2760001;6625.484;0.2760001;6793.665;0.2760001;6283.477
0.2790001;6612.093;0.2790001;7353.188;0.2790001;7926.778;0.2790001;6690.46;0.2790001;5912.69;0.2790001;6733.189;0.2790001;6719.057;0.2790001;6714.832;0.2790001;6886.013;0.2790001;6370.362
0.2820001;6706.646;0.2820001;7455.354;0.2820001;8037.126;0.2820001;6782.546;0.2820001;5997.807;0.2820001;6829.502;0.2820001;6813.676;0.2820001;6804.179;0.2820001;6979.489;0.2820001;6457.241
0.2850001;6801.923;0.2850001;7557.781;0.2850001;8147.777;0.2850001;6874.989;0.2850001;6083.103;0.2850001;6926.626;0.2850001;6910.672;0.2850001;6894.808;0.2850001;7072.964;0.2850001;6544.109
0.2880001;6897.201;0.2880001;7660.905;0.2880001;8258.919;0.2880001;6968.294;0.2880001;6168.709;0.2880001;7023.751;0.2880001;7008.019;0.2880001;6985.462;0.2880001;7167.789;0.2880001;6631.245
0.2910001;6994.584;0.2910001;7764.483;0.2910001;8371.067;0.2910001;7061.651;0.2910001;6254.555;0.2910001;7121.397;0.2910001;7105.085;0.2910001;7076.851;0.2910001;7262.682;0.2910001;6719.58
0.2940001;7092.248;0.2940001;7869.176;0.2940001;8483.367;0.2940001;7155.449;0.2940001;6339.894;0.2940001;7219.069;0.2940001;7202.022;0.2940001;7168.437;0.2940001;7357.488;0.2940001;6807.915
0.2970001;7190.454;0.2970001;7975.433;0.2970001;8596.63;0.2970001;7249.247;0.2970001;6424.405;0.2970001;7317.736;0.2970001;7299.654;0.2970001;7260.844;0.2970001;7452.266;0.2970001;6897.426
0.3000001;7288.901;0.3000001;8081.596;0.3000001;8709.893;0.3000001;7344.834;0.3000001;6509.029;0.3000001;7416.71;0.3000001;7397.999;0.3000001;7353.806;0.3000001;7547.71;0.3000001;6986.947
0.3030001;7388.104;0.3030001;8187.44;0.3030001;8823.483;0.3030001;7440.599;0.3030001;6594.125;0.3030001;7516.177;0.3030001;7496.912;0.3030001;7447.005;0.3030001;7643.667;0.3030001;7076.921
0.3060001;7488.059;0.3060001;8293.358;0.3060001;8937.093;0.3060001;7536.964;0.3060001;6679.234;0.3060001;7616.01;0.3060001;7597.13;0.3060001;7540.554;0.3060001;7739.375;0.3060001;7167.007
0.309;7588.452;0.309;8401.129;0.309;9051.209;0.309;7633.563;0.309;6766.132;0.309;7716.203;0.309;7697.432;0.309;7634.225;0.309;7834.661;0.309;7258.215
0.312;7689.814;0.312;8508.9;0.312;9165.493;0.312;7731.096;0.312;6853.03;0.312;7816.977;0.312;7798.396;0.312;7728.34;0.312;7930.151;0.312;7350.145
0.315;7791.185;0.315;8617.74;0.315;9280.267;0.315;7829.468;0.315;6940.411;0.315;7918.05;0.315;7899.36;0.315;7822.488;0.315;8026.589;0.315;7442.616
0.318;7892.62;0.318;8726.769;0.318;9395.425;0.318;7927.965;0.318;7027.896;0.318;8020.377;0.318;8000.864;0.318;7918.13;0.318;8123.027;0.318;7535.844
0.321;7994.056;0.321;8835.7;0.321;9510.953;0.321;8026.712;0.321;7116.246;0.321;8122.707;0.321;8102.415;0.321;8013.771;0.321;8220.17;0.321;7629.2
0.324;8096.858;0.324;8944.583;0.324;9627.116;0.324;8125.62;0.324;7205.091;0.324;8225.443;0.324;8204.902;0.324;8109.548;0.324;8317.324;0.324;7722.997
0.327;8199.762;0.327;9053.913;0.327;9743.421;0.327;8225.494;0.327;7294.085;0.327;8328.18;0.327;8307.736;0.327;8205.354;0.327;8415.404;0.327;7816.834
0.33;8303.535;0.33;9163.74;0.33;9860.384;0.33;8325.369;0.33;7383.262;0.33;8431.169;0.33;8411.166;0.33;8302.223;0.33;8513.728;0.33;7911.796
0.333;8407.611;0.333;9273.891;0.333;9977.347;0.333;8426.636;0.333;7472.724;0.333;8534.216;0.333;8515.105;0.333;8399.695;0.333;8612.284;0.333;8006.758
0.336;8512.188;0.336;9384.853;0.336;10095.32;0.336;8527.975;0.336;7562.981;0.336;8637.523;0.336;8619.276;0.336;8497.192;0.336;8710.998;0.336;8102
0.339;8617.169;0.339;9495.904;0.339;10213.31;0.339;8629.252;0.339;7653.364;0.339;8740.987;0.339;8723.883;0.339;8594.721;0.339;8808.308;0.339;8197.295
0.3419999;8722.446;0.3419999;9607.803;0.3419999;10331.71;0.3419999;8730.508;0.3419999;7745.259;0.3419999;8844.934;0.3419999;8828.576;0.3419999;8692.575;0.3419999;8903.555;0.3419999;8293.18
0.3449999;8828.241;0.3449999;9719.702;0.3449999;10450.21;0.3449999;8832.832;0.3449999;7837.154;0.3449999;8949.503;0.3449999;8933.736;0.3449999;8791.389;0.3449999;8999.124;0.3449999;8389.378
0.3479999;8934.206;0.3479999;9833.267;0.3479999;10568.76;0.3479999;8935.972;0.3479999;7929.744;0.3479999;9054.372;0.3479999;9038.896;0.3479999;8890.178;0.3479999;9095.891;0.3479999;8485.953
0.3509999;9040.969;0.3509999;9947.006;0.3509999;10687.35;0.3509999;9039.447;0.3509999;8022.42;0.3509999;9160.153;0.3509999;9144.816;0.3509999;8988.595;0.3509999;9192.675;0.3509999;8582.964
0.3539999;9147.73;0.3539999;10061.35;0.3539999;10805.96;0.3539999;9143.48;0.3539999;8115.373;0.3539999;9265.953;0.3539999;9250.765;0.3539999;9087.013;0.3539999;9290.449;0.3539999;8680.237
0.3569999;9255.067;0.3569999;10175.93;0.3569999;10924.59;0.3569999;9247.565;0.3569999;8208.442;0.3569999;9372.041;0.3569999;9356.727;0.3569999;9185.812;0.3569999;9388.224;0.3569999;8778.212
0.3599999;9362.41;0.3599999;10291.02;0.3599999;11043.52;0.3599999;9351.878;0.3599999;8301.839;0.3599999;9478.129;0.3599999;9462.692;0.3599999;9284.668;0.3599999;9486.826;0.3599999;8876.236
0.3629999;9470.683;0.3629999;10406.58;0.3629999;11163.48;0.3629999;9456.189;0.3629999;8395.538;0.3629999;9584.936;0.3629999;9569.222;0.3629999;9383.631;0.3629999;9585.606;0.3629999;8974.825
0.3659999;9579.188;0.3659999;10522.4;0.3659999;11283.43;0.3659999;9561.291;0.3659999;8489.75;0.3659999;9691.853;0.3659999;9676.153;0.3659999;9482.645;0.3659999;9684.668;0.3659999;9073.414
0.3689999;9687.824;0.3689999;10638.75;0.3689999;11403;0.3689999;9666.396;0.3689999;8584.988;0.3689999;9798.469;0.3689999;9783.472;0.3689999;9581.99;0.3689999;9783.896;0.3689999;9171.733
0.3719999;9796.545;0.3719999;10755.16;0.3719999;11522.58;0.3719999;9772.731;0.3719999;8680.266;0.3719999;9904.944;0.3719999;9891.389;0.3719999;9681.687;0.3719999;9883.385;0.3719999;9270.019
0.3749999;9905.334;0.3749999;10871.9;0.3749999;11642.33;0.3749999;9879.363;0.3749999;8775.77;0.3749999;10011.05;0.3749999;9999.231;0.3749999;9781.252;0.3749999;9983.211;0.3749999;9368.684
0.3779998;10014.22;0.3779998;10988.64;0.3779998;11762.12;0.3779998;9985.652;0.3779998;8871.272;0.3779998;10116.79;0.3779998;10106.78;0.3779998;9880.5;0.3779998;10068.34;0.3779998;9467.513
0.3809998;10123.38;0.3809998;11106.01;0.3809998;11881.81;0.3809998;10091.73;0.3809998;8967.438;0.3809998;10222.88;0.3809998;10214.33;0.3809998;9979.758;0.3809998;10107.11;0.3809998;9566.284
0.3839998;10233.46;0.3839998;11223.41;0.3839998;12001.45;0.3839998;10198.58;0.3839998;9063.629;0.3839998;10329.82;0.3839998;10322.73;0.3839998;10079.1;0.3839998;10146.03;0.3839998;9664.999
0.3869998;10343.59;0.3869998;11341.47;0.3869998;12121.17;0.3869998;10306.47;0.3869998;9160.349;0.3869998;10436.67;0.3869998;10431.14;0.3869998;10178.45;0.3869998;10188.05;0.3869998;9739.962
0.3899998;10454.68;0.3899998;11459.74;0.3899998;12240.98;0.3899998;10414.29;0.3899998;9257.222;0.3899998;10542.83;0.3899998;10539.54;0.3899998;10276.65;0.3899998;10230.07;0.3899998;9763.285
0.3929998;10565.77;0.3929998;11578.36;0.3929998;12360.65;0.3929998;10521.91;0.3929998;9354.236;0.3929998;10649;0.3929998;10647.95;0.3929998;10374.74;0.3929998;10273.78;0.3929998;9786.998
0.3959998;10677.25;0.3959998;11697.24;0.3959998;12479.95;0.3959998;10629.56;0.3959998;9451.35;0.3959998;10754.95;0.3959998;10715.31;0.3959998;10473.13;0.3959998;10317.8;0.3959998;9813.438
0.3989998;10788.78;0.3989998;11815.91;0.3989998;12599.21;0.3989998;10738.14;0.3989998;9548.504;0.3989998;10860.88;0.3989998;10758.33;0.3989998;10571.64;0.3989998;10363.67;0.3989998;9839.876
