Curve No. 1;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;;Curve No. 11;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0;738.6;0;738.6;0;738.6;0;738.6;0;738.6;0;738.6;0;738.6;0;738.6;0;738.6;0;738.6
0.003;764.6021;0.003;764.4348;0.003;763.6484;0.003;772.0029;0.003;775.2252;0.003;777.6545;0.003;766.5566;0.003;763.9537;0.003;772.6035;0.003;776.666
0.006;790.2312;0.006;789.9557;0.006;787.6913;0.006;803.7542;0.006;811.6525;0.006;815.4838;0.006;793.5309;0.006;788.5104;0.006;805.4754;0.006;813.2468
0.009;815.8604;0.009;815.4767;0.009;811.7341;0.009;835.5054;0.009;848.08;0.009;853.3132;0.009;820.5052;0.009;813.067;0.009;838.3473;0.009;851.3277
0.012;841.9963;0.012;841.1338;0.012;837.8679;0.012;870.4795;0.012;884.5073;0.012;887.2941;0.012;849.4547;0.012;839.1947;0.012;867.0656;0.012;890.3011
0.015;869.7107;0.015;868.8798;0.015;864.129;0.015;906.1534;0.015;924.0361;0.015;918.7094;0.015;878.9415;0.015;865.9644;0.015;894.6096;0.015;930.6356
0.018;897.4946;0.018;896.6257;0.018;891.5771;0.018;937.9424;0.018;964.4313;0.018;950.7596;0.018;909.4184;0.018;893.4475;0.018;922.861;0.018;972.7106
0.021;926.5326;0.021;925.9012;0.021;919.4162;0.021;967.4593;0.021;1000.26;0.021;983.7292;0.021;940.5818;0.021;921.5994;0.021;951.6069;0.021;1015.53
0.024;955.5705;0.024;955.4037;0.024;948.0267;0.024;997.5511;0.024;1032.886;0.024;1017.099;0.024;972.5348;0.024;950.1269;0.024;980.9995;0.024;1060.63
0.027;985.8232;0.027;985.8975;0.027;977.24;0.027;1028.375;0.027;1066.322;0.027;1051.907;0.027;1005.697;0.027;979.4452;0.027;1011.371;0.027;1105.815
0.03;1016.27;0.03;1016.86;0.03;1007.037;0.03;1059.554;0.03;1101;0.03;1086.762;0.03;1039.191;0.03;1008.976;0.03;1042.06;0.03;1152.52
0.033;1048.026;0.033;1048.609;0.033;1037.832;0.033;1091.814;0.033;1136.001;0.033;1123.356;0.033;1074.012;0.033;1039.955;0.033;1073.962;0.033;1199.225
0.036;1080.425;0.036;1081.185;0.036;1068.867;0.036;1124.175;0.036;1172.262;0.036;1159.949;0.036;1108.839;0.036;1070.933;0.036;1105.89;0.036;1248.288
0.039;1113.662;0.039;1114.218;0.039;1101.021;0.039;1158.209;0.039;1208.549;0.039;1198.479;0.039;1145.414;0.039;1103.448;0.039;1139.394;0.039;1297.734
0.042;1147.808;0.042;1148.34;0.042;1133.174;0.042;1192.242;0.042;1246.839;0.042;1237.389;0.042;1181.988;0.042;1136.068;0.042;1172.897;0.042;1349.22
0.045;1182.37;0.045;1182.643;0.045;1166.988;0.045;1227.545;0.045;1285.129;0.045;1277.376;0.045;1220.206;0.045;1169.689;0.045;1207.768;0.045;1401.732
0.048;1217.954;0.048;1218.511;0.048;1200.826;0.048;1263.045;0.048;1324.835;0.048;1317.951;0.048;1258.816;0.048;1203.658;0.048;1242.929;0.048;1455.294
0.051;1253.73;0.051;1254.379;0.051;1235.946;0.051;1299.654;0.051;1364.849;0.051;1359.435;0.051;1298.618;0.051;1238.357;0.051;1278.867;0.051;1510.041
0.05399999;1291.225;0.05399999;1291.543;0.05399999;1271.398;0.05399999;1336.798;0.05399999;1405.962;0.05399999;1402.004;0.05399999;1339.177;0.05399999;1273.656;0.05399999;1315.255;0.05399999;1565.567
0.05699999;1328.72;0.05699999;1328.832;0.05699999;1307.726;0.05699999;1374.765;0.05699999;1447.721;0.05699999;1445.082;0.05699999;1380.457;0.05699999;1309.629;0.05699999;1352.4;0.05699999;1623.162
0.05999999;1367.639;0.05999999;1367.424;0.05999999;1344.631;0.05999999;1413.608;0.05999999;1490.349;0.05999999;1489.571;0.05999999;1422.744;0.05999999;1346.822;0.05999999;1390.502;0.05999999;1680.965
0.06299999;1406.696;0.06299999;1406.519;0.06299999;1382.188;0.06299999;1453.002;0.06299999;1534.087;0.06299999;1534.216;0.06299999;1465.419;0.06299999;1384.231;0.06299999;1428.969;0.06299999;1741.173
0.06599999;1446.837;0.06599999;1446.533;0.06599999;1420.675;0.06599999;1493.714;0.06599999;1578.404;0.06599999;1580.822;0.06599999;1509.451;0.06599999;1422.757;0.06599999;1468.527;0.06599999;1801.381
0.06899999;1487.392;0.06899999;1487.364;0.06899999;1459.526;0.06899999;1534.627;0.06899999;1624.463;0.06899999;1627.429;0.06899999;1553.544;0.06899999;1461.283;0.06899999;1508.2;0.06899999;1864.204
0.07199999;1528.865;0.07199999;1528.699;0.07199999;1499.667;0.07199999;1577.243;0.07199999;1670.619;0.07199999;1675.838;0.07199999;1599.841;0.07199999;1501.23;0.07199999;1549.682;0.07199999;1927.358
0.07499999;1571.135;0.07499999;1571.016;0.07499999;1539.859;0.07499999;1619.86;0.07499999;1718.339;0.07499999;1724.489;0.07499999;1646.139;0.07499999;1541.22;0.07499999;1591.164;0.07499999;1992.232
0.07799999;1614.127;0.07799999;1613.656;0.07799999;1581.762;0.07799999;1663.963;0.07799999;1766.059;0.07799999;1774.422;0.07799999;1694.025;0.07799999;1582.529;0.07799999;1634.196;0.07799999;2057.864
0.08099999;1658.473;0.08099999;1658.146;0.08099999;1623.665;0.08099999;1708.203;0.08099999;1815.753;0.08099999;1824.932;0.08099999;1742.23;0.08099999;1624.214;0.08099999;1677.464;0.08099999;2124.998
0.08399998;1703.101;0.08399998;1702.636;0.08399998;1666.907;0.08399998;1753.723;0.08399998;1865.747;0.08399998;1876.706;0.08399998;1791.729;0.08399998;1666.633;0.08399998;1721.722;0.08399998;2193.636
0.08699998;1749.205;0.08699998;1748.636;0.08699998;1710.41;0.08699998;1799.727;0.08699998;1917.12;0.08699998;1929.758;0.08699998;1841.961;0.08699998;1709.572;0.08699998;1766.453;0.08699998;2262.956
0.08999998;1795.309;0.08999998;1794.702;0.08999998;1755.007;0.08999998;1846.963;0.08999998;1969.146;0.08999998;1983.372;0.08999998;1893.111;0.08999998;1753.215;0.08999998;1812.144;0.08999998;2333.834
0.09299998;1843.106;0.09299998;1842.147;0.09299998;1800.208;0.09299998;1895.267;0.09299998;2021.947;0.09299998;2038.255;0.09299998;1945.411;0.09299998;1797.951;0.09299998;1858.858;0.09299998;2403.777
0.09599998;1890.953;0.09599998;1890.009;0.09599998;1846.198;0.09599998;1944.21;0.09599998;2075.556;0.09599998;2093.365;0.09599998;1998.246;0.09599998;1843.043;0.09599998;1906.051;0.09599998;2466.247
0.09899998;1940.321;0.09899998;1938.869;0.09899998;1893.141;0.09899998;1994.363;0.09899998;2129.811;0.09899998;2150.225;0.09899998;2052.692;0.09899998;1889.577;0.09899998;1954.4;0.09899998;2528.716
0.102;1990.107;0.102;1988.457;0.102;1940.528;0.102;2044.817;0.102;2185.575;0.102;2207.085;0.102;2107.228;0.102;1936.12;0.102;2002.938;0.102;2592.791
0.105;2040.951;0.105;2038.733;0.105;1989.168;0.105;2096.91;0.105;2241.613;0.105;2266.019;0.105;2163.328;0.105;1984.242;0.105;2053.185;0.105;2657.007
0.108;2092.508;0.108;2090.094;0.108;2037.923;0.108;2149.002;0.108;2299.866;0.108;2325.125;0.108;2219.428;0.108;2032.365;0.108;2103.431;0.108;2722.826
0.111;2144.783;0.111;2141.83;0.111;2088.197;0.111;2203.129;0.111;2358.119;0.111;2385.568;0.111;2277.376;0.111;2081.886;0.111;2155.404;0.111;2789.25
0.114;2198.092;0.114;2195.071;0.114;2138.47;0.114;2257.329;0.114;2418.038;0.114;2446.501;0.114;2335.625;0.114;2131.732;0.114;2207.554;0.114;2856.622
0.117;2251.895;0.117;2248.329;0.117;2190.499;0.117;2313.072;0.117;2478.102;0.117;2508.519;0.117;2395.252;0.117;2182.531;0.117;2261.115;0.117;2924.824
0.12;2307.424;0.12;2303.442;0.12;2242.77;0.12;2369.262;0.12;2539.638;0.12;2571.464;0.12;2455.57;0.12;2233.918;0.12;2315.24;0.12;2993.695
0.123;2363.028;0.123;2358.555;0.123;2296.264;0.123;2426.692;0.123;2601.722;0.123;2635.103;0.123;2516.828;0.123;2285.83;0.123;2370.329;0.123;3063.867
0.126;2420.701;0.126;2415.131;0.126;2350.314;0.126;2484.999;0.126;2664.826;0.126;2700.044;0.126;2579.14;0.126;2338.451;0.126;2426.304;0.126;3134.36
0.129;2478.375;0.129;2472.03;0.129;2405.343;0.129;2544.061;0.129;2728.809;0.129;2765.316;0.129;2642.005;0.129;2391.535;0.129;2482.87;0.129;3206.721
0.132;2537.58;0.132;2530.111;0.132;2461.368;0.132;2604.281;0.132;2793.468;0.132;2832.394;0.132;2706.321;0.132;2446.145;0.132;2540.644;0.132;3279.083
0.135;2597.059;0.135;2588.889;0.135;2517.891;0.135;2664.884;0.135;2859.401;0.135;2899.471;0.135;2770.788;0.135;2500.816;0.135;2598.67;0.135;3353.141
0.138;2657.784;0.138;2648.577;0.138;2575.546;0.138;2726.97;0.138;2925.638;0.138;2968.331;0.138;2836.958;0.138;2556.946;0.138;2658.304;0.138;3427.281
0.141;2719.153;0.141;2709.424;0.141;2633.403;0.141;2789.089;0.141;2993.504;0.141;3037.26;0.141;2903.127;0.141;2613.076;0.141;2717.939;0.141;3503.075
0.144;2781.468;0.144;2770.681;0.144;2692.811;0.144;2853.279;0.144;3061.37;0.144;3107.802;0.144;2971.159;0.144;2670.568;0.144;2779.367;0.144;3579.391
0.147;2844.845;0.147;2833.166;0.147;2752.22;0.147;2917.468;0.147;3131.264;0.147;3178.826;0.147;3039.427;0.147;2728.303;0.147;2840.908;0.147;3657.023
0.15;2908.751;0.15;2895.779;0.15;2813.347;0.15;2983.266;0.15;3201.224;0.15;3250.914;0.15;3109.133;0.15;2787.125;0.15;2903.868;0.15;3735.659
0.153;2973.999;0.153;2960.37;0.153;2874.615;0.153;3049.403;0.153;3272.775;0.153;3323.778;0.153;3179.478;0.153;2846.517;0.153;2967.304;0.153;3815.01
0.156;3039.439;0.156;3024.961;0.156;2937.138;0.156;3116.808;0.156;3344.777;0.156;3397.441;0.156;3250.948;0.156;2906.793;0.156;3031.782;0.156;3895.552
0.159;3106.74;0.159;3091.316;0.159;3000.115;0.159;3184.934;0.159;3417.825;0.159;3472.381;0.159;3323.549;0.159;2968.092;0.159;3097.097;0.159;3976.529
0.162;3174.04;0.162;3157.928;0.162;3063.986;0.162;3253.956;0.162;3491.603;0.162;3547.722;0.162;3396.754;0.162;3029.833;0.162;3163.064;0.162;4059.447
0.1650001;3243.355;0.1650001;3225.874;0.1650001;3128.605;0.1650001;3324.082;0.1650001;3566.294;0.1650001;3624.759;0.1650001;3471.334;0.1650001;3092.754;0.1650001;3230.185;0.1650001;4142.365
0.1680001;3312.883;0.1680001;3294.438;0.1680001;3193.742;0.1680001;3394.655;0.1680001;3642.357;0.1680001;3701.797;0.1680001;3546.145;0.1680001;3155.793;0.1680001;3297.651;0.1680001;4227.225
0.1710001;3383.641;0.1710001;3363.779;0.1710001;3259.822;0.1710001;3466.508;0.1710001;3718.79;0.1710001;3780.989;0.1710001;3622.785;0.1710001;3220.186;0.1710001;3366.827;0.1710001;4312.102
0.1740001;3454.889;0.1740001;3433.916;0.1740001;3326.253;0.1740001;3538.491;0.1740001;3796.615;0.1740001;3860.186;0.1740001;3699.427;0.1740001;3284.578;0.1740001;3436.003;0.1740001;4398.731
0.1770001;3527.138;0.1770001;3504.607;0.1770001;3394.465;0.1770001;3612.24;0.1770001;3874.483;0.1770001;3940.991;0.1770001;3777.928;0.1770001;3350.271;0.1770001;3507.295;0.1770001;4485.802
