Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
0.09299998;4515.103;0.09299998;2997.1;0.09299998;3670.509;0.09299998;2874.078;0.09299998;3906.957;0.09299998;4335.112;0.09299998;3161.236;0.09299998;2863.007;0.09299998;3405.416;0.09299998;3508.38
0.09599998;4679.345;0.09599998;3109.326;0.09599998;3803.632;0.09599998;2978.594;0.09599998;4052.479;0.09599998;4493.971;0.09599998;3276.773;0.09599998;2968.944;0.09599998;3533.415;0.09599998;3645.498
0.09899998;4842.455;0.09899998;3224.154;0.09899998;3941.085;0.09899998;3085.801;0.09899998;4201.441;0.09899998;4652.806;0.09899998;3394.706;0.09899998;3077.793;0.09899998;3662.191;0.09899998;3788.119
0.102;5005.31;0.102;3340.803;0.102;4079.538;0.102;3194.465;0.102;4350.741;0.102;4792.885;0.102;3514.756;0.102;3187.793;0.102;3794.761;0.102;3931.003
0.105;5166.266;0.105;3460.88;0.105;4220.459;0.105;3306.727;0.105;4501.187;0.105;4932.964;0.105;3638.2;0.105;3302.13;0.105;3929.215;0.105;4077.427
0.108;5326.071;0.108;3581.78;0.108;4362.907;0.108;3419.424;0.108;4652.08;0.108;5074.831;0.108;3762.517;0.108;3416.553;0.108;4066.003;0.108;4224.978
0.111;5480.982;0.111;3707.324;0.111;4506.651;0.111;3536.313;0.111;4792.559;0.111;5217.116;0.111;3890.516;0.111;3536.044;0.111;4205.374;0.111;4361.021
0.114;5629.411;0.114;3832.869;0.114;4652.158;0.114;3653.202;0.114;4923.742;0.114;5361.564;0.114;4018.515;0.114;3655.535;0.114;4345.692;0.114;4488.17
0.117;5778.559;0.117;3962.776;0.117;4798.514;0.117;3774.053;0.117;5055.731;0.117;5507.341;0.117;4151.008;0.117;3778.854;0.117;4488.434;0.117;4615.787
0.12;5930.003;0.12;4092.891;0.12;4947.728;0.12;3895.347;0.12;5189.293;0.12;5654.646;0.12;4283.504;0.12;3902.998;0.12;4631.388;0.12;4744.201
0.123;6081.596;0.123;4225.571;0.123;5097.097;0.123;4019.44;0.123;5323.29;0.123;5803.993;0.123;4419.202;0.123;4029.919;0.123;4776.577;0.123;4872.928
0.126;6236.215;0.126;4359.072;0.126;5250.891;0.126;4144.708;0.126;5459.783;0.126;5954.08;0.126;4555.669;0.126;4158.478;0.126;4921.766;0.126;5003.144
0.129;6390.834;0.129;4493.261;0.129;5404.686;0.129;4271.512;0.129;5596.276;0.129;6106.546;0.129;4693.396;0.129;4288.333;0.129;5069.96;0.129;5133.36
0.132;6547.852;0.132;4627.989;0.132;5561.929;0.132;4399.791;0.132;5735.13;0.132;6259.155;0.132;4831.918;0.132;4419.867;0.132;5218.515;0.132;5266.309
0.135;6705.278;0.135;4763.756;0.135;5719.832;0.135;4528.685;0.135;5874.088;0.135;6414.693;0.135;4971.045;0.135;4551.754;0.135;5369.565;0.135;5399.316
0.138;6864.734;0.138;4901.354;0.138;5880.147;0.138;4658.916;0.138;6015.671;0.138;6570.231;0.138;5111.01;0.138;4684.755;0.138;5521.683;0.138;5534.883
0.141;7025.222;0.141;5039.423;0.141;6041.792;0.141;4789.274;0.141;6158.055;0.141;6728.318;0.141;5251.433;0.141;4817.84;0.141;5675.558;0.141;5671.152
0.144;7186.956;0.144;5179.882;0.144;6204.695;0.144;4920.568;0.144;6302.204;0.144;6886.834;0.144;5393.43;0.144;4952.627;0.144;5831.137;0.144;5809.364
0.147;7350.087;0.147;5320.341;0.147;6369.137;0.147;5051.861;0.147;6447.661;0.147;7046.85;0.147;5535.525;0.147;5087.415;0.147;5987.703;0.147;5948.918
0.15;7513.908;0.15;5464.612;0.15;6534.12;0.15;5184.635;0.15;6593.973;0.15;7207.623;0.15;5680.534;0.15;5224.593;0.15;6146.424;0.15;6089.751
0.153;7679.511;0.153;5609.014;0.153;6700.691;0.153;5317.528;0.153;6741.656;0.153;7369.832;0.153;5825.542;0.153;5362.186;0.153;6305.535;0.153;6232.516
0.156;7845.351;0.156;5755.961;0.156;6867.369;0.156;5451.996;0.156;6889.917;0.156;7533.639;0.156;5972.826;0.156;5501.819;0.156;6467.496;0.156;6375.876
0.159;8013.667;0.159;5903.671;0.159;7035.738;0.159;5587.046;0.159;7040.596;0.159;7698.104;0.159;6120.547;0.159;5642.511;0.159;6629.457;0.159;6521.544
0.162;8181.984;0.162;6053.188;0.162;7204.107;0.162;5723.615;0.162;7191.275;0.162;7864.25;0.162;6269.931;0.162;5784.634;0.162;6793.624;0.162;6667.254
0.1650001;8352.293;0.1650001;6204.054;0.1650001;7374.065;0.1650001;5861.503;0.1650001;7343.893;0.1650001;8030.602;0.1650001;6420.228;0.1650001;5928.415;0.1650001;6957.963;0.1650001;6816.564
0.1680001;8522.836;0.1680001;6356.215;0.1680001;7544.273;0.1680001;6000.137;0.1680001;7496.51;0.1680001;8199.039;0.1680001;6571.534;0.1680001;6073.038;0.1680001;7124.503;0.1680001;6965.875
0.1710001;8694.842;0.1710001;6510.522;0.1710001;7715.968;0.1710001;6140.217;0.1710001;7650.798;0.1710001;8367.476;0.1710001;6724.062;0.1710001;6219.955;0.1710001;7291.844;0.1710001;7117.596
0.1740001;8867.47;0.1740001;6665.358;0.1740001;7888.398;0.1740001;6280.688;0.1740001;7805.482;0.1740001;8538.212;0.1740001;6877.32;0.1740001;6367.081;0.1740001;7460.403;0.1740001;7269.857
0.1770001;9041.385;0.1770001;6822.601;0.1770001;8061.419;0.1770001;6423.436;0.1770001;7961.844;0.1770001;8709.212;0.1770001;7032.68;0.1770001;6516.84;0.1770001;7630.002;0.1770001;7423.977
0.1800001;9216.541;0.1800001;6979.843;0.1800001;8235.094;0.1800001;6566.184;0.1800001;8119.255;0.1800001;8881.451;0.1800001;7188.168;0.1800001;6666.599;0.1800001;7800.78;0.1800001;7579.22
0.1830001;9392.153;0.1830001;7140.29;0.1830001;8409.352;0.1830001;6711.584;0.1830001;8277.57;0.1830001;9054.209;0.1830001;7345.533;0.1830001;6818.995;0.1830001;7973.779;0.1830001;7735.681
0.1860001;9568.751;0.1860001;7300.789;0.1860001;8585.12;0.1860001;6857.121;0.1860001;8437.122;0.1860001;9228.071;0.1860001;7502.897;0.1860001;6971.755;0.1860001;8147.088;0.1860001;7893.761
0.1890001;9745.585;0.1890001;7463.251;0.1890001;8761.017;0.1890001;7004.41;0.1890001;8597.021;0.1890001;9402.981;0.1890001;7662.075;0.1890001;7126.518;0.1890001;8322.117;0.1890001;8052.34
0.1920001;9924.067;0.1920001;7626.242;0.1920001;8938.327;0.1920001;7152.262;0.1920001;8758.095;0.1920001;9578.472;0.1920001;7821.525;0.1920001;7282.209;0.1920001;8497.146;0.1920001;8212.534
0.1950001;10102.55;0.1950001;7790.822;0.1950001;9115.638;0.1950001;7301.166;0.1950001;8919.226;0.1950001;9755.191;0.1950001;7982.48;0.1950001;7439.216;0.1950001;8674.268;0.1950001;8372.818
0.1980001;10282.82;0.1980001;7956.497;0.1980001;9294.255;0.1980001;7450.888;0.1980001;9082.04;0.1980001;9932.14;0.1980001;8144.162;0.1980001;7597.611;0.1980001;8851.475;0.1980001;8535.141
0.2010001;10463.21;0.2010001;8123.372;0.2010001;9473.037;0.2010001;7601.44;0.2010001;9244.855;0.2010001;10110.65;0.2010001;8306.775;0.2010001;7756.763;0.2010001;9030.359;0.2010001;8697.462
0.2040001;10644.51;0.2040001;8292.078;0.2040001;9653.01;0.2040001;7753.411;0.2040001;9409.137;0.2040001;10289.16;0.2040001;8470.401;0.2040001;7917.78;0.2040001;9209.755;0.2040001;8861.935
0.2070001;10826.13;0.2070001;8461.263;0.2070001;9833.512;0.2070001;7905.756;0.2070001;9573.697;0.2070001;10469.22;0.2070001;8634.582;0.2070001;8079.034;0.2070001;9390.318;0.2070001;9026.79
0.2100001;11008.84;0.2100001;8632.357;0.2100001;10014.66;0.2100001;8059.87;0.2100001;9739.155;0.2100001;10649.38;0.2100001;8800.154;0.2100001;8242.658;0.2100001;9571.753;0.2100001;9192.981
0.2130001;11192.46;0.2130001;8803.462;0.2130001;10196.45;0.2130001;8213.983;0.2130001;9905.103;0.2130001;10829.92;0.2130001;8965.865;0.2130001;8406.283;0.2130001;9754.064;0.2130001;9359.875
0.2160002;11376.29;0.2160002;8976.7;0.2160002;10378.7;0.2160002;8369.893;0.2160002;10071.68;0.2160002;11010.59;0.2160002;9132.976;0.2160002;8571.758;0.2160002;9937.805;0.2160002;9527.649
0.2190002;11560.5;0.2190002;9149.938;0.2190002;10562;0.2190002;8525.835;0.2190002;10239.01;0.2190002;11191.86;0.2190002;9300.086;0.2190002;8737.452;0.2190002;10121.77;0.2190002;9696.448
0.2220002;11744.97;0.2220002;9324.937;0.2220002;10745.45;0.2220002;8683.492;0.2220002;10406.5;0.2220002;11373.62;0.2220002;9469.051;0.2220002;8904.618;0.2220002;10306.69;0.2220002;9865.515
0.2250002;11930.72;0.2250002;9500.35;0.2250002;10930.09;0.2250002;8841.611;0.2250002;10574.46;0.2250002;11555.76;0.2250002;9638.241;0.2250002;9072.427;0.2250002;10491.61;0.2250002;10035.3
0.2280002;12116.48;0.2280002;9676.86;0.2280002;11114.73;0.2280002;9000.696;0.2280002;10742.54;0.2280002;11738.58;0.2280002;9808.238;0.2280002;9241.161;0.2280002;10678.16;0.2280002;10205.23
0.2310002;12303.31;0.2310002;9854.063;0.2310002;11299.93;0.2310002;9160.444;0.2310002;10912.49;0.2310002;11921.6;0.2310002;9978.59;0.2310002;9410.827;0.2310002;10864.72;0.2310002;10376.86
0.2340002;12490.18;0.2340002;10032.05;0.2340002;11485.19;0.2340002;9320.909;0.2340002;11082.44;0.2340002;12105.59;0.2340002;10149.5;0.2340002;9580.96;0.2340002;11052.47;0.2340002;10548.49
0.2370002;12677.87;0.2370002;10211.14;0.2370002;11671.6;0.2370002;9482.456;0.2370002;11252.61;0.2370002;12289.58;0.2370002;10320.97;0.2370002;9752.172;0.2370002;11240.52;0.2370002;10721.55
0.2400002;12865.79;0.2400002;10390.64;0.2400002;11858.46;0.2400002;9644.283;0.2400002;11422.82;0.2400002;12474.17;0.2400002;10492.82;0.2400002;9923.575;0.2400002;11429.27;0.2400002;10894.78
0.2430002;13054.4;0.2430002;10571.58;0.2430002;12045.98;0.2430002;9807.208;0.2430002;11593.81;0.2430002;12658.78;0.2430002;10665.52;0.2430002;10096.62;0.2430002;11618.46;0.2430002;11068.91
0.2460002;13243.48;0.2460002;10752.57;0.2460002;12234.08;0.2460002;9970.146;0.2460002;11765.17;0.2460002;12843.5;0.2460002;10838.35;0.2460002;10269.66;0.2460002;11808.43;0.2460002;11243.43
0.2490002;13432.97;0.2490002;10935.28;0.2490002;12422.58;0.2490002;10134.64;0.2490002;11936.96;0.2490002;13028.26;0.2490002;11012.24;0.2490002;10444.09;0.2490002;11999.5;0.2490002;11418.69
0.2520002;13623.08;0.2520002;11117.99;0.2520002;12611.85;0.2520002;10299.13;0.2520002;12109.22;0.2520002;13213.24;0.2520002;11186.13;0.2520002;10618.67;0.2520002;12190.81;0.2520002;11594.69
0.2550002;13813.31;0.2550002;11302.08;0.2550002;12801.22;0.2550002;10464.79;0.2550002;12281.56;0.2550002;13398.39;0.2550002;11360.66;0.2550002;10794.06;0.2550002;12383;0.2550002;11770.91
0.2580002;14003.98;0.2580002;11486.45;0.2580002;12991.17;0.2580002;10630.72;0.2580002;12454.11;0.2580002;13583.47;0.2580002;11535.25;0.2580002;10969.8;0.2580002;12575.21;0.2580002;11947.63
0.2610002;14194.66;0.2610002;11671.53;0.2610002;13181.13;0.2610002;10797.35;0.2610002;12626.71;0.2610002;13768.46;0.2610002;11710.39;0.2610002;11146.25;0.2610002;12768.07;0.2610002;12124.51
0.2640002;14385.66;0.2640002;11857.03;0.2640002;13372;0.2640002;10964.41;0.2640002;12799.8;0.2640002;13953.34;0.2640002;11885.76;0.2640002;11323.39;0.2640002;12960.93;0.2640002;12302.59
0.2670002;14576.66;0.2670002;12043.1;0.2670002;13562.92;0.2670002;11131.95;0.2670002;12972.9;0.2670002;14137.84;0.2670002;12061.63;0.2670002;11500.77;0.2670002;13154.53;0.2670002;12480.66
0.2700002;14767.52;0.2700002;12229.9;0.2700002;13754.4;0.2700002;11300.15;0.2700002;13146.78;0.2700002;14322.33;0.2700002;12237.95;0.2700002;11678.7;0.2700002;13348.27;0.2700002;12659.93
0.2730002;14958.34;0.2730002;12417.03;0.2730002;13946.07;0.2730002;11468.61;0.2730002;13320.77;0.2730002;14506.38;0.2730002;12414.52;0.2730002;11856.79;0.2730002;13542.57;0.2730002;12839.28
0.2760001;15149.38;0.2760001;12605.19;0.2760001;14137.77;0.2760001;11637.96;0.2760001;13494.49;0.2760001;14690.42;0.2760001;12591.63;0.2760001;12036.06;0.2760001;13737.17;0.2760001;13019.14
0.2790001;15340.54;0.2790001;12793.41;0.2790001;14329.49;0.2790001;11807.35;0.2790001;13668.1;0.2790001;14874.1;0.2790001;12768.78;0.2790001;12215.34;0.2790001;13931.93;0.2790001;13199.18
0.2820001;15531.67;0.2820001;12982.87;0.2820001;14521.27;0.2820001;11977.94;0.2820001;13841.77;0.2820001;15057.71;0.2820001;12946.28;0.2820001;12394.98;0.2820001;14126.9;0.2820001;13379.41
0.2850001;15722.75;0.2850001;13172.34;0.2850001;14713.16;0.2850001;12148.52;0.2850001;14015.51;0.2850001;15240.52;0.2850001;13123.78;0.2850001;12574.65;0.2850001;14321.95;0.2850001;13559.8
0.2880001;15913.78;0.2880001;13362.26;0.2880001;14904.99;0.2880001;12320.28;0.2880001;14189.11;0.2880001;15422.86;0.2880001;13302.3;0.2880001;12754.81;0.2880001;14517.21;0.2880001;13740.3
0.2910001;16104.62;0.2910001;13552.26;0.2910001;15096.46;0.2910001;12492.26;0.2910001;14362.38;0.2910001;15604.91;0.2910001;13480.91;0.2910001;12935.15;0.2910001;14712.45;0.2910001;13921.03
0.2940001;16295.48;0.2940001;13742.91;0.2940001;15287.94;0.2940001;12664.89;0.2940001;14535.63;0.2940001;15786.57;0.2940001;13659.49;0.2940001;13115.7;0.2940001;14907.44;0.2940001;14101.71
0.2970001;16486.68;0.2970001;13933.9;0.2970001;15479.55;0.2970001;12837.89;0.2970001;14708.75;0.2970001;15967.93;0.2970001;13838.05;0.2970001;13296.44;0.2970001;15102.44;0.2970001;14282.2
0.3000001;16677.87;0.3000001;14124.78;0.3000001;15671.17;0.3000001;13011.31;0.3000001;14881.88;0.3000001;16148.33;0.3000001;14016.4;0.3000001;13477.36;0.3000001;15297.45;0.3000001;14462.69
0.3030001;16869.62;0.3030001;14315.53;0.3030001;15862.63;0.3030001;13185.26;0.3030001;15055.06;0.3030001;16328.73;0.3030001;14194.56;0.3030001;13658.63;0.3030001;15492.45;0.3030001;14643.47
0.3060001;17061.44;0.3060001;14506.44;0.3060001;16054.06;0.3060001;13359.39;0.3060001;15228.25;0.3060001;16509.05;0.3060001;14372.86;0.3060001;13839.91;0.3060001;15687.28;0.3060001;14824.26
0.309;17254.98;0.309;14697.79;0.309;16245.47;0.309;13534.05;0.309;15401.2;0.309;16689.37;0.309;14551.44;0.309;14021.2;0.309;15882.03;0.309;15004.69
0.312;17449.32;0.312;14889.14;0.312;16436.88;0.312;13708.73;0.312;15574.05;0.312;16870.99;0.312;14729.95;0.312;14202.5;0.312;16076.69;0.312;15185.01
0.315;17644.28;0.315;15080.37;0.315;16628.53;0.315;13883.72;0.315;15746.9;0.315;17052.83;0.315;14908.02;0.315;14383.5;0.315;16271.28;0.315;15365.36
0.318;17839.89;0.318;15271.6;0.318;16820.59;0.318;14058.71;0.318;15919.74;0.318;17235.01;0.318;15086.1;0.318;14564.49;0.318;16465.84;0.318;15545.75
0.321;18035.56;0.321;15462.43;0.321;17012.85;0.321;14234.16;0.321;16092.89;0.321;17417.37;0.321;15263.56;0.321;14745.05;0.321;16660.33;0.321;15726.16
0.324;18231.36;0.324;15653.2;0.324;17206.04;0.324;14409.7;0.324;16266.71;0.324;17599.57;0.324;15440.98;0.324;14925.46;0.324;16854.9;0.324;15906.61
0.327;18427.15;0.327;15843.84;0.327;17399.24;0.327;14585.31;0.327;16440.89;0.327;17781.61;0.327;15618.36;0.327;15105.72;0.327;17050.13;0.327;16087.14
0.33;18622.77;0.33;16034.42;0.33;17594.87;0.33;14760.96;0.33;16617.63;0.33;17963.32;0.33;15795.72;0.33;15285.84;0.33;17245.35;0.33;16267.96
0.333;18818.4;0.333;16224.84;0.333;17790.55;0.333;14936.94;0.333;16794.38;0.333;18144.09;0.333;15973.03;0.333;15465.79;0.333;17442.14;0.333;16448.81
0.336;19013.6;0.336;16415.1;0.336;17987.19;0.336;15113.3;0.336;16971.56;0.336;18324.73;0.336;16150.28;0.336;15645.42;0.336;17639.07;0.336;16631.74
0.339;19208.76;0.339;16605.52;0.339;18184.09;0.339;15289.85;0.339;17148.79;0.339;18503.64;0.339;16327.63;0.339;15824.97;0.339;17837.13;0.339;16814.67
0.3419999;19403.13;0.3419999;16796.3;0.3419999;18380.91;0.3419999;15466.94;0.3419999;17325.84;0.3419999;18682.55;0.3419999;16505.15;0.3419999;16004.05;0.3419999;18035.61;0.3419999;16998.83
0.3449999;19597.19;0.3449999;16987.37;0.3449999;18577.66;0.3449999;15644.09;0.3449999;17502.82;0.3449999;18859.85;0.3449999;16682.98;0.3449999;16183.13;0.3449999;18234.41;0.3449999;17183.25
0.3479999;19790.76;0.3479999;17180.87;0.3479999;18774.36;0.3479999;15822.12;0.3479999;17679.68;0.3479999;19036.92;0.3479999;16862.63;0.3479999;16362.94;0.3479999;18433.51;0.3479999;17367.6
0.3509999;19983.9;0.3509999;17374.36;0.3509999;18970.96;0.3509999;16000.15;0.3509999;17856.42;0.3509999;19212.69;0.3509999;17042.27;0.3509999;16542.77;0.3509999;18632.46;0.3509999;17551.92
0.3539999;20176.57;0.3539999;17567.89;0.3539999;19167.45;0.3539999;16179.87;0.3539999;18032.63;0.3539999;19387.85;0.3539999;17223.65;0.3539999;16723.68;0.3539999;18831.11;0.3539999;17735.9
0.3569999;20368.35;0.3569999;17761.43;0.3569999;19363.45;0.3569999;16359.83;0.3569999;18207.82;0.3569999;19561.78;0.3569999;17405.12;0.3569999;16904.9;0.3569999;19029.68;0.3569999;17919.46
0.3599999;20559.96;0.3599999;17955;0.3599999;19559.45;0.3599999;16541.56;0.3599999;18382.82;0.3599999;19734.41;0.3599999;17587.23;0.3599999;17087.18;0.3599999;19227.73;0.3599999;18102.75
0.3629999;20750.64;0.3629999;18148.57;0.3629999;19754.71;0.3629999;16724.13;0.3629999;18556.75;0.3629999;19906.47;0.3629999;17769.57;0.3629999;17270.21;0.3629999;19425.78;0.3629999;18285.29
0.3659999;20941.31;0.3659999;18341.57;0.3659999;19949.96;0.3659999;16907.34;0.3659999;18730.67;0.3659999;20077.13;0.3659999;17951.64;0.3659999;17453.21;0.3659999;19622.83;0.3659999;18467.75
0.3689999;21130.84;0.3689999;18534.03;0.3689999;20145.19;0.3689999;17091.24;0.3689999;18903.95;0.3689999;20247.56;0.3689999;18133.51;0.3689999;17636.14;0.3689999;19819.82;0.3689999;18649.12
0.3719999;21320.31;0.3719999;18726.03;0.3719999;20340.43;0.3719999;17275.35;0.3719999;19077.21;0.3719999;20415.89;0.3719999;18315.3;0.3719999;17818.99;0.3719999;20016.11;0.3719999;18830.48
0.3749999;21508.75;0.3749999;18917.08;0.3749999;20535.13;0.3749999;17459.97;0.3749999;19249.33;0.3749999;20584.22;0.3749999;18496.94;0.3749999;18001.52;0.3749999;20212.18;0.3749999;19010.34
0.3779998;21696.87;0.3779998;19107.88;0.3779998;20729.48;0.3779998;17644.6;0.3779998;19421.1;0.3779998;20750.42;0.3779998;18678.52;0.3779998;18184.05;0.3779998;20407.7;0.3779998;19189.97
0.3809998;21884.05;0.3809998;19297.13;0.3809998;20923.54;0.3809998;17829.32;0.3809998;19592.07;0.3809998;20916.38;0.3809998;18859.77;0.3809998;18365.38;0.3809998;20602.8;0.3809998;19368.6
0.3839998;22070.51;0.3839998;19486.38;0.3839998;21117.18;0.3839998;18014.04;0.3839998;19762.45;0.3839998;21080.92;0.3839998;19041.02;0.3839998;18546.71;0.3839998;20797.34;0.3839998;19546.75
0.3869998;22256.22;0.3869998;19674.22;0.3869998;21310.66;0.3869998;18198.98;0.3869998;19932.33;0.3869998;21244.86;0.3869998;19221.77;0.3869998;18727.28;0.3869998;20990.95;0.3869998;19723.91
0.3899998;22440.69;0.3899998;19861.98;0.3899998;21503.6;0.3899998;18383.94;0.3899998;20101.4;0.3899998;21407.41;0.3899998;19402.5;0.3899998;18907.68;0.3899998;21184.29;0.3899998;19900.03
0.3929998;22624.81;0.3929998;20048.16;0.3929998;21696.52;0.3929998;18568.65;0.3929998;20270.07;0.3929998;21568.63;0.3929998;19582.18;0.3929998;19087.25;0.3929998;21376.45;0.3929998;20075.65
0.3959998;22807.39;0.3959998;20233.83;0.3959998;21888.56;0.3959998;18753.25;0.3959998;20437.01;0.3959998;21729.17;0.3959998;19761.54;0.3959998;19266.29;0.3959998;21568.61;0.3959998;20250.06
0.3989998;22989.98;0.3989998;20418.45;0.3989998;22080.61;0.3989998;18937.9;0.3989998;20603.94;0.3989998;21888.2;0.3989998;19940.55;0.3989998;19444.7;0.3989998;21759.15;0.3989998;20424.26
