Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN);pos(%);f(cN)
0.43;21319.55;0.43;25025.86;0.43;23550.9;0.43;24222.74;0.43;25231.05;0.43;24397.04;0.43;24701.41;0.43;23479.18;0.43;28474.22;0.43;20857.21
0.43;21490.71;0.43;25254.77;0.43;23769.55;0.43;24455.4;0.43;25466.35;0.43;24595.7;0.43;24865.82;0.43;23676.21;0.43;28709.37;0.43;21060.71
0.43;21661.75;0.43;25483.31;0.43;23987.84;0.43;24688.05;0.43;25701.65;0.43;24793.13;0.43;25028.67;0.43;23871.66;0.43;28943.62;0.43;21264.13
0.44;21831.4;0.44;25711.53;0.44;24206.11;0.44;24920.56;0.44;25936.26;0.44;24990.28;0.44;25190.21;0.44;24066.8;0.44;29177.6;0.44;21467.44
0.44;22001.04;0.44;25939.59;0.44;24423.3;0.44;25153.06;0.44;26170.83;0.44;25185.93;0.44;25349.81;0.44;24260.47;0.44;29410.39;0.44;21670.58
0.44;22169.97;0.44;26167.34;0.44;24640.5;0.44;25385.73;0.44;26405.03;0.44;25381.58;0.44;25508.73;0.44;24454.13;0.44;29642.31;0.44;21873
0.45;22338.8;0.45;26394.95;0.45;24857.25;0.45;25618.45;0.45;26639.1;0.45;25575.63;0.45;25665.13;0.45;24645.31;0.45;29873.47;0.45;22075.42
0.45;22506.85;0.45;26621.75;0.45;25073.9;0.45;25851.19;0.45;26872.87;0.45;25769.63;0.45;25821.47;0.45;24836.45;0.45;30103.44;0.45;22277.38
0.45;22674.55;0.45;26848.54;0.45;25289.75;0.45;26083.95;0.45;27106.38;0.45;25962.47;0.45;25974.39;0.45;25025.83;0.45;30333.01;0.45;22479.34
0.46;22841.33;0.46;27074.24;0.46;25505.14;0.46;26316.38;0.46;27339.8;0.46;26154.98;0.46;26127.31;0.46;25214.75;0.46;30560.92;0.46;22680.76
0.46;23007.18;0.46;27299.88;0.46;25719.97;0.46;26548.38;0.46;27573.03;0.46;26346.37;0.46;26277.35;0.46;25402.15;0.46;30788.83;0.46;22882.05
0.46;23172.49;0.46;27524.74;0.46;25934.1;0.46;26780.24;0.46;27806.18;0.46;26536.94;0.46;26426.78;0.46;25588.55;0.46;31014.9;0.46;23082.64
0.46;23336.59;0.46;27749.37;0.46;26147.92;0.46;27011.63;0.46;28038.9;0.46;26726.71;0.46;26574.24;0.46;25773.65;0.46;31240.97;0.46;23282.81
0.47;23500.53;0.47;27973.22;0.47;26360.8;0.47;27243.01;0.47;28271.62;0.47;26915.21;0.47;26720.57;0.47;25956.88;0.47;31465.24;0.47;23482.55
0.47;23663.24;0.47;28196.48;0.47;26573.63;0.47;27474.25;0.47;28503.06;0.47;27103.27;0.47;26865.12;0.47;26139.57;0.47;31689.09;0.47;23681.72
0.47;23825.95;0.47;28419.24;0.47;26785.52;0.47;27705.5;0.47;28734.48;0.47;27289.54;0.47;27007.43;0.47;26320.32;0.47;31911.36;0.47;23880.63
0.48;23986.44;0.48;28641.16;0.48;26997.41;0.48;27936.35;0.48;28965.12;0.48;27475.8;0.48;27148.89;0.48;26501.01;0.48;32132.67;0.48;24078.71
0.48;24146.75;0.48;28862.74;0.48;27207.92;0.48;28167.13;0.48;29195.54;0.48;27660.2;0.48;27287.82;0.48;26678.91;0.48;32353.08;0.48;24276.74
0.48;24305.75;0.48;29082.79;0.48;27418.21;0.48;28397.63;0.48;29425.28;0.48;27844.59;0.48;27426.55;0.48;26856.81;0.48;32572.31;0.48;24473.86
0.49;24464.28;0.49;29302.83;0.49;27627.9;0.49;28627.99;0.49;29654.54;0.49;28026.98;0.49;27562.12;0.49;27032.17;0.49;32790.9;0.49;24670.98
0.49;24621.84;0.49;29521.67;0.49;27837.31;0.49;28857.93;0.49;29883.11;0.49;28208.91;0.49;27697.68;0.49;27207.03;0.49;33007.4;0.49;24866.94
0.49;24778.58;0.49;29740.49;0.49;28045.83;0.49;29087.36;0.49;30110.61;0.49;28389.45;0.49;27830.19;0.49;27379.4;0.49;33223.8;0.49;25062.72
0.49;24934.63;0.49;29958.18;0.49;28253.42;0.49;29316.59;0.49;30337.85;0.49;28569.14;0.49;27962.22;0.49;27550.37;0.49;33438.07;0.49;25257.22
0.5;25089.4;0.5;30175.56;0.5;28460.5;0.5;29545.23;0.5;30564.05;0.5;28747.77;0.5;28091.79;0.5;27720.13;0.5;33652.34;0.5;25451.08
0.5;25243.79;0.5;30391.73;0.5;28666.39;0.5;29773.84;0.5;30790.23;0.5;28925.01;0.5;28220.17;0.5;27888.38;0.5;33864.21;0.5;25644.29
0.5;25396.21;0.5;30607.09;0.5;28872.11;0.5;30001.91;0.5;31014.72;0.5;29101.64;0.5;28346.66;0.5;28055.77;0.5;34075.67;0.5;25836.76
0.51;25548.63;0.51;30821.81;0.51;29076.46;0.51;30229.97;0.51;31239.2;0.51;29276.33;0.51;28471.16;0.51;28220.71;0.51;34285.27;0.51;26028.77
0.51;25699.02;0.51;31035.62;0.51;29280.8;0.51;30456.51;0.51;31462.49;0.51;29450.91;0.51;28594.81;0.51;28385.42;0.51;34493.91;0.51;26219.56
0.51;25849.35;0.51;31248.96;0.51;29483.49;0.51;30682.83;0.51;31685.52;0.51;29623.61;0.51;28716.48;0.51;28546.72;0.51;34701.44;0.51;26410.18
0.52;25997.82;0.52;31460.69;0.52;29686.01;0.52;30908.58;0.52;31907.53;0.52;29796.3;0.52;28837.74;0.52;28708.03;0.52;34907.71;0.52;26598.99
0.52;26145.78;0.52;31672.37;0.52;29887.24;0.52;31134.06;0.52;32128.92;0.52;29966.71;0.52;28955.59;0.52;28866.24;0.52;35113.11;0.52;26787.81
0.52;26292.42;0.52;31882.29;0.52;30087.96;0.52;31358.98;0.52;32349.48;0.52;30136.75;0.52;29073.44;0.52;29024.01;0.52;35316.19;0.52;26975.44
0.52;26438.16;0.52;32092.21;0.52;30287.7;0.52;31583.33;0.52;32568.94;0.52;30305.09;0.52;29188.39;0.52;29179.72;0.52;35519.05;0.52;27162.94
0.53;26582.81;0.53;32300.38;0.53;30486.55;0.53;31807.25;0.53;32787.85;0.53;30472.61;0.53;29303.08;0.53;29334.48;0.53;35719.45;0.53;27348.95
0.53;26725.86;0.53;32508.2;0.53;30684.71;0.53;32030.21;0.53;33005.04;0.53;30638.76;0.53;29415.24;0.53;29487.13;0.53;35919.85;0.53;27534.33
0.53;26868.42;0.53;32714.63;0.53;30881.48;0.53;32253.09;0.53;33222.14;0.53;30803.44;0.53;29526.43;0.53;29637.58;0.53;36118.05;0.53;27719.01
0.54;27009.19;0.54;32920.29;0.54;31077.99;0.54;32475.25;0.54;33437.46;0.54;30967.39;0.54;29635.57;0.54;29787.06;0.54;36315.96;0.54;27903.02
0.54;27149.89;0.54;33124.94;0.54;31272.97;0.54;32697.41;0.54;33652.77;0.54;31129.55;0.54;29742.93;0.54;29934.23;0.54;36511.68;0.54;28086.35
0.54;27287.85;0.54;33328.41;0.54;31467.95;0.54;32917.91;0.54;33866.52;0.54;31291.45;0.54;29849.33;0.54;30081.05;0.54;36706.42;0.54;28268.22
0.55;27425.8;0.55;33531.44;0.55;31660.61;0.55;33138.26;0.55;34079.99;0.55;31450.95;0.55;29953.91;0.55;30224.95;0.55;36899.74;0.55;28449.86
0.55;27561.88;0.55;33733.31;0.55;31853.14;0.55;33357.73;0.55;34291.88;0.55;31610.44;0.55;30058.02;0.55;30368.86;0.55;37091.64;0.55;28629.89
0.55;27697.59;0.55;33935;0.55;32043.82;0.55;33576.87;0.55;34502.94;0.55;31767.23;0.55;30159.44;0.55;30509.06;0.55;37282.6;0.55;28809.92
0.55;27831.63;0.55;34134.57;0.55;32233.92;0.55;33795.08;0.55;34713.18;0.55;31923.74;0.55;30260.87;0.55;30648.92;0.55;37471.47;0.55;28988.12
0.56;27964.75;0.56;34334.15;0.56;32422.57;0.56;34012.47;0.56;34922.46;0.56;32078.73;0.56;30359.99;0.56;30786.15;0.56;37660.02;0.56;29166.19
0.56;28096.76;0.56;34531.65;0.56;32610.1;0.56;34229.25;0.56;35131.04;0.56;32233.12;0.56;30459.02;0.56;30922.37;0.56;37846.09;0.56;29342.32
0.56;28227.45;0.56;34728.89;0.56;32796.89;0.56;34444.84;0.56;35337.73;0.56;32386.13;0.56;30555.96;0.56;31056.85;0.56;38032.15;0.56;29517.77
0.57;28357.46;0.57;34924.49;0.57;32982.44;0.57;34660.18;0.57;35544.23;0.57;32537.91;0.57;30652.28;0.57;31189.8;0.57;38215.59;0.57;29692.04
0.57;28485.65;0.57;35119.38;0.57;33167.53;0.57;34874.01;0.57;35748.21;0.57;32688.82;0.57;30746.96;0.57;31321.47;0.57;38398.79;0.57;29865.33
0.57;28613.68;0.57;35313.09;0.57;33350.49;0.57;35087.85;0.57;35952.2;0.57;32837.98;0.57;30840.45;0.57;31450.6;0.57;38579.67;0.57;30037.73
0.58;28739.8;0.58;35505.63;0.58;33533.45;0.58;35299.72;0.58;36154.19;0.58;32986.71;0.58;30932.9;0.58;31579.25;0.58;38759.68;0.58;30208.47
0.58;28865.93;0.58;35697.41;0.58;33714.03;0.58;35511.51;0.58;36355.89;0.58;33132.73;0.58;31023.7;0.58;31704.98;0.58;38938.13;0.58;30378.9
0.58;28989.65;0.58;35887.52;0.58;33894.57;0.58;35721.85;0.58;36556.1;0.58;33278.75;0.58;31114.06;0.58;31830.71;0.58;39115.23;0.58;30547.65
0.59;29113.06;0.59;36077.31;0.59;34073.1;0.59;35931.75;0.59;36755.6;0.59;33422.35;0.59;31202.62;0.59;31953.63;0.59;39291.27;0.59;30716.4
0.59;29234.78;0.59;36264.88;0.59;34251.11;0.59;36140.24;0.59;36953.71;0.59;33565.81;0.59;31291.17;0.59;32076.4;0.59;39465.24;0.59;30882.57
0.59;29355.76;0.59;36452.46;0.59;34427.39;0.59;36347.67;0.59;37150.36;0.59;33707.27;0.59;31377.65;0.59;32196.62;0.59;39638.82;0.59;31048.64
0.59;29475.54;0.59;36637.85;0.59;34602.52;0.59;36554.4;0.59;37346.23;0.59;33848.06;0.59;31464.13;0.59;32316.01;0.59;39810.17;0.59;31213.06
0.6;29594.16;0.6;36823.08;0.6;34776.55;0.6;36759.97;0.6;37540.25;0.6;33987.47;0.6;31548.88;0.6;32433.25;0.6;39981.52;0.6;31376.99
0.6;29711.95;0.6;37006.3;0.6;34948.96;0.6;36965.12;0.6;37734;0.6;34125.79;0.6;31633.25;0.6;32548.85;0.6;40150.21;0.6;31539.56
0.6;29827.95;0.6;37188.83;0.6;35120.68;0.6;37168.4;0.6;37925.39;0.6;34263.11;0.6;31716.33;0.6;32663.41;0.6;40318.77;0.6;31701.15
0.61;29943.66;0.61;37369.64;0.61;35289.89;0.61;37371.68;0.61;38116.79;0.61;34398.71;0.61;31798.64;0.61;32776.22;0.61;40484.96;0.61;31861.82
0.61;30057.41;0.61;37549.05;0.61;35459.04;0.61;37572.54;0.61;38305.73;0.61;34533.87;0.61;31880.03;0.61;32888.43;0.61;40650.39;0.61;32021.06
0.61;30171.16;0.61;37727.64;0.61;35625.13;0.61;37773.39;0.61;38494.41;0.61;34666.88;0.61;31960.22;0.61;32997.89;0.61;40814.32;0.61;32179.81
0.62;30282.27;0.62;37904.81;0.62;35791.21;0.62;37972.06;0.62;38681.02;0.62;34799.89;0.62;32039.96;0.62;33107.36;0.62;40977.09;0.62;32336.52
0.62;30393.2;0.62;38081.54;0.62;35954.51;0.62;38170.2;0.62;38866.79;0.62;34930.36;0.62;32118.28;0.62;33213.78;0.62;41138.7;0.62;32493.23
0.62;30502.49;0.62;38256.16;0.62;36117.2;0.62;38366.84;0.62;39051.13;0.62;35060.76;0.62;32196.52;0.62;33320.16;0.62;41298.33;0.62;32647.73
0.62;30611.23;0.62;38430.79;0.62;36277.84;0.62;38562.54;0.62;39234.11;0.62;35189.22;0.62;32273.34;0.62;33424.02;0.62;41457.49;0.62;32802.24
0.63;30718.68;0.63;38602.84;0.63;36437.25;0.63;38757.16;0.63;39416.11;0.63;35317.14;0.63;32350.16;0.63;33527.23;0.63;41614.44;0.63;32955.01
0.63;30825.09;0.63;38774.86;0.63;36595.14;0.63;38950.25;0.63;39596.01;0.63;35443.58;0.63;32425.67;0.63;33629.01;0.63;41771.39;0.63;33107.36
0.63;30930.55;0.63;38944.75;0.63;36751.03;0.63;39142.8;0.63;39775.58;0.63;35568.99;0.63;32500.96;0.63;33729.86;0.63;41925.72;0.63;33258.1
0.64;31034.38;0.64;39114.08;0.64;36906.06;0.64;39333.43;0.64;39952.78;0.64;35693.51;0.64;32575.24;0.64;33829.48;0.64;42080.02;0.64;33407.82
0.64;31137.82;0.64;39281.96;0.64;37058.29;0.64;39523.97;0.64;40129.98;0.64;35816.66;0.64;32649;0.64;33927.36;0.64;42232.22;0.64;33556.42
0.64;31239.51;0.64;39448.88;0.64;37210.38;0.64;39711.67;0.64;40304.43;0.64;35939.27;0.64;32721.99;0.64;34024.6;0.64;42383.88;0.64;33703.49
0.65;31341.2;0.65;39614.66;0.65;37358.95;0.65;39899.37;0.65;40478.68;0.65;36059.75;0.65;32794.11;0.65;34119.56;0.65;42534.21;0.65;33850.03
0.65;31441.15;0.65;39778.83;0.65;37507.53;0.65;40084.88;0.65;40650.68;0.65;36180.21;0.65;32865.92;0.65;34214.47;0.65;42683.64;0.65;33994.78
0.65;31541.09;0.65;39942.45;0.65;37652.97;0.65;40269.98;0.65;40821.88;0.65;36298.53;0.65;32936.88;0.65;34307.41;0.65;42831.71;0.65;34139.43
0.65;31639.22;0.65;40104.13;0.65;37797.81;0.65;40453.23;0.65;40991.52;0.65;36416.85;0.65;33007.74;0.65;34400.36;0.65;42977.77;0.65;34281.57
0.66;31736.93;0.66;40265.72;0.66;37940.63;0.66;40635.47;0.66;41159.85;0.66;36533.47;0.66;33077.48;0.66;34490.91;0.66;43123.39;0.66;34423.71
0.66;31833.49;0.66;40424.54;0.66;38082.32;0.66;40816.3;0.66;41327;0.66;36649.69;0.66;33147.22;0.66;34581;0.66;43267.39;0.66;34564.01
0.66;31929.34;0.66;40583.35;0.66;38222.14;0.66;40995.43;0.66;41491.95;0.66;36764.59;0.66;33215.8;0.66;34669.69;0.66;43411.36;0.66;34703.98
0.67;32024.33;0.67;40740.3;0.67;38359.65;0.67;41173.77;0.67;41656.48;0.67;36878.65;0.67;33284.24;0.67;34757.6;0.67;43553.25;0.67;34842.29
0.67;32118.17;0.67;40896.91;0.67;38496.07;0.67;41349.88;0.67;41818.72;0.67;36991.58;0.67;33351.56;0.67;34844.48;0.67;43695.13;0.67;34979.73
0.67;32211.54;0.67;41051.71;0.67;38629.29;0.67;41525.82;0.67;41980.95;0.67;37102.95;0.67;33418.38;0.67;34930.11;0.67;43834.67;0.67;35116.35
