Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
0.4019998;20698.43;0.4019998;18310.35;0.4019998;20747.53;0.4019998;20639.68;0.4019998;20958.46;0.4019998;20396.76;0.4019998;18539.75;0.4019998;18155.02;0.4019998;18811.23;0.4019998;20612.49
0.4049998;20851.63;0.4049998;18462.27;0.4049998;20912.5;0.4049998;20817.73;0.4049998;21119.78;0.4049998;20558.88;0.4049998;18718.39;0.4049998;18270.18;0.4049998;18938.01;0.4049998;20771.27
0.4079998;21004.28;0.4079998;18611.95;0.4079998;21075.4;0.4079998;20994.99;0.4079998;21277.42;0.4079998;20720.16;0.4079998;18897.03;0.4079998;18383.62;0.4079998;19064.13;0.4079998;20927.62
0.4109997;21155.49;0.4109997;18760.67;0.4109997;21238.3;0.4109997;21171.4;0.4109997;21434.97;0.4109997;20880.68;0.4109997;19075.12;0.4109997;18496.75;0.4109997;19187.99;0.4109997;21083.96
0.4139997;21306.57;0.4139997;18907.86;0.4139997;21399.83;0.4139997;21346.22;0.4139997;21589.82;0.4139997;21040.07;0.4139997;19253.2;0.4139997;18607.68;0.4139997;19311.79;0.4139997;21237.91
0.4169997;21456.14;0.4169997;19053.57;0.4169997;21561.36;0.4169997;21520.71;0.4169997;21743.94;0.4169997;21199.04;0.4169997;19430.54;0.4169997;18718.6;0.4169997;19433.74;0.4169997;21391.31
0.4199997;21605.72;0.4199997;19198.13;0.4199997;21720.5;0.4199997;21693.43;0.4199997;21896.42;0.4199997;21356.43;0.4199997;19607.72;0.4199997;18827.74;0.4199997;19555.69;0.4199997;21543.07
0.4229997;21753.06;0.4229997;19340.29;0.4229997;21879.07;0.4229997;21866.13;0.4229997;22047.79;0.4229997;21513.76;0.4229997;19783.96;0.4229997;18936.75;0.4229997;19674.43;0.4229997;21693.84
0.4259997;21900.15;0.4259997;19481.96;0.4259997;22036.1;0.4259997;22036.55;0.4259997;22197.94;0.4259997;21668.44;0.4259997;19959.64;0.4259997;19043.74;0.4259997;19792.56;0.4259997;21843.45
0.4289997;22045.54;0.4289997;19620.38;0.4289997;22192.16;0.4289997;22206.85;0.4289997;22346.32;0.4289997;21823.13;0.4289997;20135.06;0.4289997;19150.03;0.4289997;19909.1;0.4289997;21991.53
0.4319997;22190.23;0.4319997;19758.79;0.4319997;22347.25;0.4319997;22374.72;0.4319997;22493.95;0.4319997;21976.61;0.4319997;20310.15;0.4319997;19255.63;0.4319997;20024.78;0.4319997;22139
0.4349997;22333.35;0.4349997;19895.99;0.4349997;22501.02;0.4349997;22541.81;0.4349997;22638.92;0.4349997;22129.85;0.4349997;20484.87;0.4349997;19360.67;0.4349997;20139.29;0.4349997;22284.5
0.4379997;22474.98;0.4379997;20033.11;0.4379997;22654.13;0.4379997;22707.76;0.4379997;22783.76;0.4379997;22281.03;0.4379997;20658.42;0.4379997;19464.86;0.4379997;20252.39;0.4379997;22429.86
0.4409997;22615.9;0.4409997;20166.78;0.4409997;22804.96;0.4409997;22872.8;0.4409997;22924.64;0.4409997;22431.04;0.4409997;20831.86;0.4409997;19567.49;0.4409997;20364.92;0.4409997;22572.41
0.4439996;22755.34;0.4439996;20299.32;0.4439996;22955.73;0.4439996;23036.97;0.4439996;23065.52;0.4439996;22580;0.4439996;21003.08;0.4439996;19669.8;0.4439996;20475.85;0.4439996;22714.97
0.4469996;22894.37;0.4469996;20429.99;0.4469996;23104.65;0.4469996;23199.63;0.4469996;23203.42;0.4469996;22727.67;0.4469996;21174.29;0.4469996;19770.42;0.4469996;20586.53;0.4469996;22855.19
0.4499996;23030.72;0.4499996;20559.22;0.4499996;23253.57;0.4499996;23361.74;0.4499996;23340.77;0.4499996;22874.76;0.4499996;21345.02;0.4499996;19871.04;0.4499996;20694.22;0.4499996;22995.04
0.4529996;23167.06;0.4529996;20687.42;0.4529996;23400.4;0.4529996;23521.19;0.4529996;23476.23;0.4529996;23020.11;0.4529996;21515.66;0.4529996;19970.21;0.4529996;20801.91;0.4529996;23132.83
0.4559996;23300.58;0.4559996;20813.88;0.4559996;23546.82;0.4559996;23680.64;0.4559996;23610.68;0.4559996;23165.31;0.4559996;21685.44;0.4559996;20069.34;0.4559996;20907.65;0.4559996;23269.61
0.4589996;23433.93;0.4589996;20939.69;0.4589996;23690.9;0.4589996;23836.79;0.4589996;23743.52;0.4589996;23308.17;0.4589996;21854.78;0.4589996;20167.52;0.4589996;21013.13;0.4589996;23405.34
0.4619996;23565.24;0.4619996;21062.64;0.4619996;23833.69;0.4619996;23992.84;0.4619996;23874.48;0.4619996;23451.04;0.4619996;22022.56;0.4619996;20265.41;0.4619996;21116.18;0.4619996;23539.9
0.4649996;23695.88;0.4649996;21185.59;0.4649996;23974.93;0.4649996;24147.08;0.4649996;24004.69;0.4649996;23591.6;0.4649996;22188.58;0.4649996;20361.81;0.4649996;21218.13;0.4649996;23673.64
0.4679996;23825.43;0.4679996;21305.74;0.4679996;24114.28;0.4679996;24300.79;0.4679996;24132.86;0.4679996;23731.82;0.4679996;22354.2;0.4679996;20457.12;0.4679996;21318.69;0.4679996;23805.27
0.4709996;23954.14;0.4709996;21425.87;0.4709996;24253.23;0.4709996;24452.73;0.4709996;24260.75;0.4709996;23870.07;0.4709996;22518.75;0.4709996;20551.62;0.4709996;21417.86;0.4709996;23936.67
0.4739996;24081.7;0.4739996;21543.16;0.4739996;24391.05;0.4739996;24603.39;0.4739996;24385.55;0.4739996;24007.37;0.4739996;22683.06;0.4739996;20644.84;0.4739996;21516.34;0.4739996;24065.53
0.4769996;24207.3;0.4769996;21659.75;0.4769996;24528.71;0.4769996;24752.71;0.4769996;24510.35;0.4769996;24143.53;0.4769996;22844.83;0.4769996;20737.81;0.4769996;21613.25;0.4769996;24194.39
0.4799995;24332.29;0.4799995;21774.08;0.4799995;24664.23;0.4799995;24899.89;0.4799995;24632.13;0.4799995;24278.47;0.4799995;23006.61;0.4799995;20829.79;0.4799995;21709.9;0.4799995;24320.81
