Curve No. 1;;Curve No. 2;;Curve No. 3;;Curve No. 4;;Curve No. 5;;Curve No. 6;;Curve No. 7;;Curve No. 8;;Curve No. 9;;Curve No. 10;
0.09299998;3595.999;0.09299998;2740.826;0.09299998;3325.504;0.09299998;3280.189;0.09299998;3397.543;0.09299998;3329.61;0.09299998;2819.035;0.09299998;3446.895;0.09299998;3501.274;0.09299998;3481.688
0.09599998;3719.217;0.09599998;2836.543;0.09599998;3442.733;0.09599998;3393.375;0.09599998;3515.704;0.09599998;3446.185;0.09599998;2915.102;0.09599998;3561.355;0.09599998;3618.101;0.09599998;3598.73
0.09899998;3844.664;0.09899998;2935.348;0.09899998;3563.305;0.09899998;3508.831;0.09899998;3638.607;0.09899998;3564.207;0.09899998;3011.895;0.09899998;3678.157;0.09899998;3736.214;0.09899998;3720.563
0.102;3972.821;0.102;3035.821;0.102;3684.411;0.102;3626.107;0.102;3761.711;0.102;3684.656;0.102;3112.58;0.102;3795.996;0.102;3857.317;0.102;3842.396
0.105;4102.048;0.105;3138.299;0.105;3808.955;0.105;3746.369;0.105;3888.013;0.105;3808.152;0.105;3213.265;0.105;3917.205;0.105;3978.805;0.105;3967.676
0.108;4234.401;0.108;3243.152;0.108;3933.5;0.108;3867.578;0.108;4015.3;0.108;3932.936;0.108;3317.886;0.108;4038.603;0.108;4103.516;0.108;4093.644
0.111;4367.017;0.111;3349.137;0.111;4063.461;0.111;3992.914;0.111;4145.027;0.111;4061.566;0.111;3422.66;0.111;4164.229;0.111;4228.228;0.111;4222.209
0.114;4503.886;0.114;3458.24;0.114;4193.765;0.114;4118.25;0.114;4276.59;0.114;4190.392;0.114;3530.396;0.114;4289.855;0.114;4356.219;0.114;4352.245
0.117;4640.756;0.117;3567.728;0.117;4327;0.117;4246.095;0.117;4408.199;0.117;4322.45;0.117;3639.022;0.117;4418.841;0.117;4484.525;0.117;4482.721
0.12;4777.937;0.12;3682.027;0.12;4461.227;0.12;4373.953;0.12;4539.883;0.12;4454.507;0.12;3750.252;0.12;4548.42;0.12;4613.36;0.12;4613.75
0.123;4915.169;0.123;3796.327;0.123;4595.948;0.123;4503.813;0.123;4672.191;0.123;4587.458;0.123;3863.417;0.123;4679.008;0.123;4742.399;0.123;4745.39
0.126;5054.871;0.126;3914.017;0.126;4731.068;0.126;4634.161;0.126;4807.305;0.126;4720.547;0.126;3978.075;0.126;4810.12;0.126;4872.605;0.126;4878.855
0.129;5195.84;0.129;4032.159;0.129;4867.351;0.129;4765.67;0.129;4942.418;0.129;4855.296;0.129;4095.179;0.129;4941.847;0.129;5003.861;0.129;5012.539
0.132;5338.814;0.132;4153.638;0.132;5005.687;0.132;4897.91;0.132;5082.578;0.132;4990.86;0.132;4213.022;0.132;5074.279;0.132;5136.3;0.132;5149.825
0.135;5484.12;0.135;4276.613;0.135;5144.577;0.135;5031.811;0.135;5222.797;0.135;5128.475;0.135;4334.141;0.135;5207.581;0.135;5271.104;0.135;5287.111
0.138;5630.095;0.138;4401.391;0.138;5286.193;0.138;5167.978;0.138;5366.908;0.138;5268.352;0.138;4455.261;0.138;5343.208;0.138;5406.348;0.138;5428.507
0.141;5777.933;0.141;4527.981;0.141;5427.81;0.141;5305.179;0.141;5512.029;0.141;5409.53;0.141;4577.622;0.141;5479.087;0.141;5544.304;0.141;5570.553
0.144;5926.019;0.144;4654.662;0.144;5574.377;0.144;5445.788;0.144;5659.512;0.144;5554.045;0.144;4699.996;0.144;5617.876;0.144;5682.259;0.144;5715.906
0.147;6077.666;0.147;4781.546;0.147;5721.07;0.147;5586.549;0.147;5808.567;0.147;5698.868;0.147;4822.688;0.147;5756.665;0.147;5823.142;0.147;5862.893
0.15;6229.313;0.15;4908.669;0.15;5871.985;0.15;5730.729;0.15;5959.568;0.15;5846.926;0.15;4945.464;0.15;5897.92;0.15;5964.19;0.15;6011.568
0.153;6383.879;0.153;5037.599;0.153;6024.083;0.153;5874.91;0.153;6113.389;0.153;5994.983;0.153;5069.574;0.153;6039.489;0.153;6107.629;0.153;6162.107
0.156;6538.895;0.156;5166.528;0.156;6178.116;0.156;6022.425;0.156;6267.977;0.156;6146.259;0.156;5194.577;0.156;6183.363;0.156;6251.848;0.156;6313.479
0.159;6696.753;0.159;5298.544;0.159;6333.511;0.159;6170.52;0.159;6425.357;0.159;6297.923;0.159;5321.193;0.159;6328.255;0.159;6397.363;0.159;6466.975
0.162;6856.028;0.162;5430.805;0.162;6490.444;0.162;6320.478;0.162;6582.817;0.162;6452.283;0.162;5450.188;0.162;6474.338;0.162;6543.894;0.162;6620.771
0.1650001;7016.502;0.1650001;5566.254;0.1650001;6649.765;0.1650001;6471.387;0.1650001;6743.525;0.1650001;6607.809;0.1650001;5579.83;0.1650001;6621.607;0.1650001;6691.092;0.1650001;6777.701
0.1680001;7178.334;0.1680001;5702.848;0.1680001;6809.484;0.1680001;6623.923;0.1680001;6904.234;0.1680001;6765.058;0.1680001;5711.912;0.1680001;6769.633;0.1680001;6839.439;0.1680001;6934.631
0.1710001;7340.633;0.1710001;5840.847;0.1710001;6970.825;0.1710001;6778.28;0.1710001;7067.507;0.1710001;6923.997;0.1710001;5844.039;0.1710001;6919.357;0.1710001;6988.299;0.1710001;7094.721
0.1740001;7504.198;0.1740001;5980.021;0.1740001;7132.181;0.1740001;6933.292;0.1740001;7231.299;0.1740001;7083.782;0.1740001;5978.976;0.1740001;7069.346;0.1740001;7139.59;0.1740001;7255.185
0.1770001;7667.927;0.1770001;6119.936;0.1770001;7297.393;0.1770001;7089.965;0.1770001;7397.544;0.1770001;7245.443;0.1770001;6113.912;0.1770001;7221.351;0.1770001;7290.882;0.1770001;7417.302
0.1800001;7833.785;0.1800001;6261.199;0.1800001;7462.605;0.1800001;7246.828;0.1800001;7565.168;0.1800001;7407.468;0.1800001;6250.993;0.1800001;7373.357;0.1800001;7444.027;0.1800001;7580.126
0.1830001;7999.644;0.1830001;6403.082;0.1830001;7629.699;0.1830001;7405.561;0.1830001;7733.665;0.1830001;7572.242;0.1830001;6388.535;0.1830001;7526.508;0.1830001;7597.208;0.1830001;7744.395
0.1860001;8168.261;0.1860001;6548.126;0.1860001;7797.233;0.1860001;7564.293;0.1860001;7903.233;0.1860001;7737.016;0.1860001;6527.768;0.1860001;7679.755;0.1860001;7752.582;0.1860001;7910.077
0.1890001;8337.277;0.1890001;6693.17;0.1890001;7966.186;0.1890001;7725.858;0.1890001;8073.593;0.1890001;7903.483;0.1890001;6667.994;0.1890001;7834.579;0.1890001;7908.551;0.1890001;8076.471
0.1920001;8507.188;0.1920001;6840.696;0.1920001;8136.021;0.1920001;7887.735;0.1920001;8246.229;0.1920001;8070.093;0.1920001;6809.267;0.1920001;7989.985;0.1920001;8065.138;0.1920001;8244.442
0.1950001;8677.526;0.1950001;6988.289;0.1950001;8306.688;0.1950001;8050.976;0.1950001;8419.061;0.1950001;8238.262;0.1950001;6951.892;0.1950001;8145.954;0.1950001;8222.149;0.1950001;8412.703
0.1980001;8848.719;0.1980001;7137.901;0.1980001;8478.49;0.1980001;8214.773;0.1980001;8594.691;0.1980001;8407.011;0.1980001;7095.188;0.1980001;8302.41;0.1980001;8379.63;0.1980001;8583.109
0.2010001;9020.842;0.2010001;7288.069;0.2010001;8650.719;0.2010001;8380.005;0.2010001;8770.322;0.2010001;8576.956;0.2010001;7240.585;0.2010001;8459.23;0.2010001;8537.813;0.2010001;8753.517
0.2040001;9193.206;0.2040001;7439.81;0.2040001;8824.377;0.2040001;8546.568;0.2040001;8946.994;0.2040001;8747.948;0.2040001;7386.097;0.2040001;8616.756;0.2040001;8696.391;0.2040001;8925.225
0.2070001;9366.185;0.2070001;7592.626;0.2070001;8998.142;0.2070001;8713.666;0.2070001;9123.815;0.2070001;8919.319;0.2070001;7533.815;0.2070001;8774.476;0.2070001;8856.497;0.2070001;9097.036
0.2100001;9539.355;0.2100001;7746.516;0.2100001;9174.776;0.2100001;8881.854;0.2100001;9301.933;0.2100001;9091.427;0.2100001;7681.533;0.2100001;8933.321;0.2100001;9016.614;0.2100001;9270.616
0.2130001;9714.662;0.2130001;7901.991;0.2130001;9351.412;0.2130001;9050.453;0.2130001;9480.647;0.2130001;9263.865;0.2130001;7830.777;0.2130001;9092.168;0.2130001;9177.795;0.2130001;9444.841
0.2160002;9889.969;0.2160002;8057.774;0.2160002;9529.179;0.2160002;9221.607;0.2160002;9660.627;0.2160002;9438.227;0.2160002;7980.275;0.2160002;9251.094;0.2160002;9338.975;0.2160002;9619.907
0.2190002;10066.12;0.2190002;8214.694;0.2190002;9707.159;0.2190002;9392.762;0.2190002;9841.906;0.2190002;9612.589;0.2190002;8131.604;0.2190002;9410.023;0.2190002;9500.902;0.2190002;9795.691
0.2220002;10242.38;0.2220002;8371.703;0.2220002;9886.709;0.2220002;9565.705;0.2220002;10023.67;0.2220002;9788.452;0.2220002;8283.858;0.2220002;9569.513;0.2220002;9662.999;0.2220002;9971.945
0.2250002;10419.69;0.2250002;8532.402;0.2250002;10067.12;0.2250002;9738.745;0.2250002;10206.57;0.2250002;9964.393;0.2250002;8437.238;0.2250002;9729.181;0.2250002;9825.014;0.2250002;10149.08
0.2280002;10597.48;0.2280002;8693.103;0.2280002;10247.94;0.2280002;9912.827;0.2280002;10389.64;0.2280002;10141.58;0.2280002;8591.885;0.2280002;9888.665;0.2280002;9986.979;0.2280002;10326.49
0.2310002;10775.45;0.2310002;8854.64;0.2310002;10429.26;0.2310002;10087.24;0.2310002;10574.16;0.2310002;10319.16;0.2310002;8746.817;0.2310002;10048.01;0.2310002;10149.67;0.2310002;10505.4
0.2340002;10953.63;0.2340002;9016.345;0.2340002;10610.85;0.2340002;10262.71;0.2340002;10758.69;0.2340002;10497.2;0.2340002;8902.495;0.2340002;10207.45;0.2340002;10313.34;0.2340002;10684.31
0.2370002;11132.12;0.2370002;9178.947;0.2370002;10793.19;0.2370002;10438.99;0.2370002;10943.84;0.2370002;10675.6;0.2370002;9058.3;0.2370002;10367.06;0.2370002;10476.88;0.2370002;10864.76
0.2400002;11311.38;0.2400002;9342.048;0.2400002;10975.61;0.2400002;10616;0.2400002;11129.06;0.2400002;10854.1;0.2400002;9215.493;0.2400002;10526.59;0.2400002;10639.98;0.2400002;11045.28
0.2430002;11490.68;0.2430002;9505.967;0.2430002;11159.2;0.2430002;10794.25;0.2430002;11315.2;0.2430002;11032.79;0.2430002;9372.687;0.2430002;10685.71;0.2430002;10803.1;0.2430002;11226.11
0.2460002;11670.3;0.2460002;9670.877;0.2460002;11342.8;0.2460002;10972.6;0.2460002;11501.69;0.2460002;11211.67;0.2460002;9532.414;0.2460002;10844.83;0.2460002;10966.7;0.2460002;11407.03
0.2490002;11849.92;0.2490002;9836.171;0.2490002;11527.16;0.2490002;11151.41;0.2490002;11688.56;0.2490002;11391.49;0.2490002;9692.456;0.2490002;11003.37;0.2490002;11130.3;0.2490002;11588.63
0.2520002;12030.14;0.2520002;10002.55;0.2520002;11711.65;0.2520002;11330.22;0.2520002;11875.77;0.2520002;11571.3;0.2520002;9853.402;0.2520002;11161.9;0.2520002;11293.91;0.2520002;11770.72
0.2550002;12210.43;0.2550002;10169;0.2550002;11896.86;0.2550002;11511.07;0.2550002;12063.43;0.2550002;11752.55;0.2550002;10014.74;0.2550002;11320.37;0.2550002;11457.52;0.2550002;11952.92
0.2580002;12390.54;0.2580002;10336.37;0.2580002;12082.42;0.2580002;11691.93;0.2580002;12251.98;0.2580002;11933.82;0.2580002;10177.53;0.2580002;11478.83;0.2580002;11621.09;0.2580002;12135.3
0.2610002;12570.58;0.2610002;10503.74;0.2610002;12267.75;0.2610002;11874.36;0.2610002;12440.6;0.2610002;12115.04;0.2610002;10341.75;0.2610002;11636.85;0.2610002;11784.63;0.2610002;12317.83
0.2640002;12750.95;0.2640002;10673.29;0.2640002;12452.82;0.2640002;12057.17;0.2640002;12629.62;0.2640002;12296.26;0.2640002;10506.06;0.2640002;11794.56;0.2640002;11947.82;0.2640002;12500.97
0.2670002;12931.63;0.2670002;10843.15;0.2670002;12638.01;0.2670002;12240.73;0.2670002;12818.64;0.2670002;12477.69;0.2670002;10670.57;0.2670002;11951.72;0.2670002;12110.59;0.2670002;12684.11
0.2700002;13112.25;0.2700002;11013.16;0.2700002;12823.49;0.2700002;12424.78;0.2700002;13008.52;0.2700002;12659.26;0.2700002;10835.25;0.2700002;12108.05;0.2700002;12273.29;0.2700002;12867.7
0.2730002;13292.72;0.2730002;11183.25;0.2730002;13009.03;0.2730002;12609.11;0.2730002;13198.44;0.2730002;12840.56;0.2730002;11001.15;0.2730002;12264.16;0.2730002;12435.79;0.2730002;13051.29
0.2760001;13473.22;0.2760001;11353.64;0.2760001;13195.07;0.2760001;12793.83;0.2760001;13388.52;0.2760001;13021.45;0.2760001;11167.04;0.2760001;12419.42;0.2760001;12598.25;0.2760001;13235.42
0.2790001;13653.99;0.2790001;11524.33;0.2790001;13381.12;0.2790001;12978.87;0.2790001;13578.66;0.2790001;13202.5;0.2790001;11334.95;0.2790001;12574.67;0.2790001;12760.3;0.2790001;13419.68
0.2820001;13834.75;0.2820001;11695.2;0.2820001;13567.72;0.2820001;13164.95;0.2820001;13768.75;0.2820001;13384.18;0.2820001;11503.02;0.2820001;12728.98;0.2820001;12922.36;0.2820001;13604.08
0.2850001;14015.57;0.2850001;11866.46;0.2850001;13754.4;0.2850001;13351.07;0.2850001;13958.82;0.2850001;13565.86;0.2850001;11671.55;0.2850001;12883.28;0.2850001;13083.19;0.2850001;13788.58
0.2880001;14196.39;0.2880001;12037.72;0.2880001;13941.29;0.2880001;13538.01;0.2880001;14148.79;0.2880001;13747.5;0.2880001;11840.26;0.2880001;13036.12;0.2880001;13243.87;0.2880001;13972.79
0.2910001;14376.98;0.2910001;12209.01;0.2910001;14128.29;0.2910001;13724.95;0.2910001;14338.63;0.2910001;13929.14;0.2910001;12009.8;0.2910001;13188.62;0.2910001;13403.6;0.2910001;14156.63
0.2940001;14557.49;0.2940001;12380.29;0.2940001;14314.92;0.2940001;13912.57;0.2940001;14528.15;0.2940001;14110.24;0.2940001;12180.07;0.2940001;13339.68;0.2940001;13562.91;0.2940001;14340.06
0.2970001;14736.78;0.2970001;12552;0.2970001;14501.15;0.2970001;14100.31;0.2970001;14716.35;0.2970001;14291.23;0.2970001;12350.77;0.2970001;13489.87;0.2970001;13721.21;0.2970001;14522.27
0.3000001;14915.01;0.3000001;12723.75;0.3000001;14687.37;0.3000001;14287.77;0.3000001;14904.54;0.3000001;14471.81;0.3000001;12522.29;0.3000001;13639.02;0.3000001;13878.49;0.3000001;14704.43
0.3030001;15093.51;0.3030001;12895.48;0.3030001;14873.55;0.3030001;14475.07;0.3030001;15091.61;0.3030001;14652.17;0.3030001;12693.92;0.3030001;13786.77;0.3030001;14035.32;0.3030001;14885.85
0.3060001;15272.54;0.3060001;13067.2;0.3060001;15059.44;0.3060001;14662.38;0.3060001;15278.68;0.3060001;14831.75;0.3060001;12866.14;0.3060001;13934.11;0.3060001;14191.12;0.3060001;15067.27
0.309;15451.17;0.309;13238.76;0.309;15242.96;0.309;14849.72;0.309;15464.87;0.309;15010.35;0.309;13038.36;0.309;14080.09;0.309;14346.68;0.309;15247.91
0.312;15627.55;0.312;13410.19;0.312;15426.48;0.312;15037.31;0.312;15650.84;0.312;15188.88;0.312;13211.58;0.312;14225.98;0.312;14500.39;0.312;15428.42
0.315;15803.93;0.315;13581.13;0.315;15609.51;0.315;15225.6;0.315;15835.48;0.315;15367.21;0.315;13384.86;0.315;14369.48;0.315;14654.11;0.315;15607.84
0.318;15979.21;0.318;13751.19;0.318;15792.49;0.318;15413.78;0.318;16019.29;0.318;15545.44;0.318;13558.37;0.318;14512.97;0.318;14806.05;0.318;15786.73
0.321;16154.44;0.321;13921.1;0.321;15974.51;0.321;15600.7;0.321;16202.96;0.321;15722.25;0.321;13731.96;0.321;14654.32;0.321;14957.85;0.321;15965.09
0.324;16329.46;0.324;14090.26;0.324;16156.18;0.324;15787.63;0.324;16386.45;0.324;15899.06;0.324;13905.72;0.324;14795.27;0.324;15109.26;0.324;16142.92
0.327;16504.42;0.327;14259.41;0.327;16337.23;0.327;15974.72;0.327;16569.69;0.327;16075.33;0.327;14079.62;0.327;14934.53;0.327;15260.53;0.327;16320.47
0.33;16678.61;0.33;14427.45;0.33;16517.74;0.33;16161.83;0.33;16752.17;0.33;16251.52;0.33;14253.53;0.33;15072.89;0.33;15410.85;0.33;16497.39
0.333;16852.21;0.333;14595.45;0.333;16698.31;0.333;16349.56;0.333;16934.82;0.333;16427.79;0.333;14427.47;0.333;15210.25;0.333;15560.35;0.333;16674.57
0.336;17026.53;0.336;14761.96;0.336;16879;0.336;16537.56;0.336;17120.4;0.336;16604.11;0.336;14601.48;0.336;15346.38;0.336;15710.17;0.336;16853.96
0.339;17202.03;0.339;14928.04;0.339;17060.06;0.339;16726.33;0.339;17305.99;0.339;16781.3;0.339;14775.8;0.339;15482.56;0.339;15860.56;0.339;17033.34
0.3419999;17377.49;0.3419999;15093.62;0.3419999;17243.29;0.3419999;16915.88;0.3419999;17491.02;0.3419999;16959.38;0.3419999;14950.13;0.3419999;15618.82;0.3419999;16010.89;0.3419999;17213.38
0.3449999;17552.77;0.3449999;15258.86;0.3449999;17426.52;0.3449999;17106.01;0.3449999;17675.96;0.3449999;17137.77;0.3449999;15125.4;0.3449999;15755.06;0.3449999;16160.84;0.3449999;17393.48
0.3479999;17728.04;0.3479999;15423.4;0.3479999;17608.59;0.3479999;17297.49;0.3479999;17859.25;0.3479999;17316.86;0.3479999;15300.72;0.3479999;15891.05;0.3479999;16310.79;0.3479999;17572.35
0.3509999;17901.23;0.3509999;15586.9;0.3509999;17790.6;0.3509999;17488.9;0.3509999;18041.77;0.3509999;17495.74;0.3509999;15476.33;0.3509999;16027.05;0.3509999;16458.92;0.3509999;17750.73
0.3539999;18074.41;0.3539999;15750.12;0.3539999;17972.69;0.3539999;17679.71;0.3539999;18223.08;0.3539999;17673;0.3539999;15652.03;0.3539999;16161.07;0.3539999;16606.96;0.3539999;17927.88
0.3569999;18246.41;0.3569999;15912.31;0.3569999;18154.79;0.3569999;17870.53;0.3569999;18403.11;0.3569999;17850.26;0.3569999;15828.83;0.3569999;16294.82;0.3569999;16753.37;0.3569999;18103.94
0.3599999;18418.13;0.3599999;16074.55;0.3599999;18335.47;0.3599999;18060.8;0.3599999;18582.38;0.3599999;18025.43;0.3599999;16006.46;0.3599999;16426.99;0.3599999;16899.28;0.3599999;18279.06
0.3629999;18587.91;0.3629999;16238.97;0.3629999;18515.02;0.3629999;18251.03;0.3629999;18759.89;0.3629999;18200.44;0.3629999;16185.59;0.3629999;16558.44;0.3629999;17043.53;0.3629999;18452.32
0.3659999;18756.48;0.3659999;16403.39;0.3659999;18693.13;0.3659999;18439.3;0.3659999;18937.05;0.3659999;18374.54;0.3659999;16367.21;0.3659999;16688.68;0.3659999;17186.55;0.3659999;18625.23
0.3689999;18924.28;0.3689999;16567.54;0.3689999;18868.73;0.3689999;18626.82;0.3689999;19111.45;0.3689999;18548.32;0.3689999;16548.89;0.3689999;16817.67;0.3689999;17328.61;0.3689999;18796
0.3719999;19091.02;0.3719999;16731.64;0.3719999;19044.01;0.3719999;18813.71;0.3719999;19285.84;0.3719999;18721.32;0.3719999;16730.85;0.3719999;16945.71;0.3719999;17469.1;0.3719999;18966.78
0.3749999;19257.01;0.3749999;16894.39;0.3749999;19217.78;0.3749999;19000.04;0.3749999;19457.67;0.3749999;18893.65;0.3749999;16912.81;0.3749999;17071.43;0.3749999;17609.06;0.3749999;19135.86
0.3779998;19420.54;0.3779998;17056.4;0.3779998;19391.55;0.3779998;19185.73;0.3779998;19629.29;0.3779998;19065.09;0.3779998;17094.33;0.3779998;17196.89;0.3779998;17746.69;0.3779998;19304.86
0.3809998;19584;0.3809998;17217.13;0.3809998;19563.77;0.3809998;19370.12;0.3809998;19799.45;0.3809998;19234.92;0.3809998;17275.84;0.3809998;17319.94;0.3809998;17884.32;0.3809998;19472.21
0.3839998;19746.1;0.3839998;17376.33;0.3839998;19735.96;0.3839998;19554.27;0.3839998;19969.08;0.3839998;19404.32;0.3839998;17457.27;0.3839998;17442.99;0.3839998;18020.24;0.3839998;19639.06
0.3869998;19908.2;0.3869998;17534.94;0.3869998;19906.89;0.3869998;19736.87;0.3869998;20137.06;0.3869998;19571.58;0.3869998;17638.67;0.3869998;17563.9;0.3869998;18156.14;0.3869998;19804.31
0.3899998;20068.12;0.3899998;17691.93;0.3899998;20077.48;0.3899998;19919.47;0.3899998;20303.65;0.3899998;19738.85;0.3899998;17819.54;0.3899998;17684.59;0.3899998;18289.21;0.3899998;19968.37
0.3929998;20227.66;0.3929998;17848.74;0.3929998;20246.68;0.3929998;20100.39;0.3929998;20469.36;0.3929998;19904.26;0.3929998;18000.05;0.3929998;17803.61;0.3929998;18421.58;0.3929998;20131.41
0.3959998;20385.73;0.3959998;18003.44;0.3959998;20414.9;0.3959998;20281.19;0.3959998;20633.49;0.3959998;20069.63;0.3959998;18180.29;0.3959998;17921.95;0.3959998;18552.53;0.3959998;20292.81
0.3989998;20543.05;0.3989998;18158.13;0.3989998;20582.05;0.3989998;20460.67;0.3989998;20797.14;0.3989998;20233.41;0.3989998;18360.15;0.3989998;18039.06;0.3989998;18682.56;0.3989998;20453.7
