1.0000153648;0.1006019322;-7.275957614E-12;-1.936559594E-03;-2.002099994E-03;9.861759972E-04
1.4600224326;0.1006019322;-7.275957614E-12;1.455191522E-11;-1.001049997E-03;0
1.9400298078;0.1006019322;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
2.4600377975;0.1006019322;-7.275957614E-12;1.455191522E-11;-1.001049997E-03;0
2.9400451726;4.514491497E-04;-7.275957614E-12;9.682797972E-04;0;9.861759972E-04
3.440052855;0.1006019322;-7.275957614E-12;9.682797972E-04;0;9.861759972E-04
3.9400605374;0.1006019322;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
4.4600685272;0.1006019322;-7.275957614E-12;9.682797972E-04;-1.001049997E-03;0
4.9400759023;0.1006019322;-7.275957614E-12;1.936559609E-03;0;9.861759972E-04
5.4400835847;0.1006019322;-7.275957614E-12;9.682797972E-04;-1.001049997E-03;9.861759972E-04
5.9400912671;4.514491497E-04;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
6.4400989495;0.1006019322;-7.275957614E-12;9.682797972E-04;-1.001049997E-03;9.861759972E-04
6.940106632;0.1006019322;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
7.4401143144;0.1006019322;-7.275957614E-12;1.455191522E-11;-1.001049997E-03;9.861759972E-04
7.9601223041;0.1006019322;-7.275957614E-12;9.682797972E-04;0;9.861759972E-04
8.4401296792;0.1006019322;-7.275957614E-12;9.682797972E-04;-3.003150006E-03;9.861759972E-04
8.9401373617;0.1006019322;-7.275957614E-12;9.682797972E-04;-2.002099994E-03;9.861759972E-04
9.4401450441;0.1006019322;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
9.9401527265;0.1006019322;-7.275957614E-12;9.682797972E-04;-2.002099994E-03;9.861759972E-04
10.440160409;4.514491497E-04;-7.275957614E-12;1.455191522E-11;0;0
10.940168091;0.1006019322;-7.275957614E-12;1.455191522E-11;-1.001049997E-03;0
11.460176081;4.514491497E-04;-7.275957614E-12;1.936559609E-03;0;9.861759972E-04
11.940183456;0.1006019322;-7.275957614E-12;9.682797972E-04;0;0
12.440191139;0.1006019322;-7.275957614E-12;1.936559609E-03;0;9.861759972E-04
12.940198821;0.1006019322;-7.275957614E-12;1.936559609E-03;0;9.861759972E-04
13.440206503;0.1006019322;-7.275957614E-12;1.455191522E-11;0;9.861759972E-04
13.940214186;0.1006019322;-7.275957614E-12;9.682797972E-04;-1.001049997E-03;9.861759972E-04
14.440221868;0.1006019322;-7.275957614E-12;1.936559609E-03;-5.005250001E-03;9.861759972E-04
14.960229858;0.1006019322;-7.275957614E-12;1.936559609E-03;-1.001049997E-03;0
