1.1000169013;4.514491497E-04;1.00104991E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
1.5600239691;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
2.0200310369;4.514491497E-04;1.00104991E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
2.4800381048;4.514491497E-04;1.00104991E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
2.9400451726;4.514491497E-04;-8.731149137E-11;-9.682797899E-04;-9.991585975E-04;-1.977930514E-03
3.440052855;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
3.9400605374;-0.0996990339;3.003149904E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
4.4600685272;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
4.9600762096;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
5.4200832774;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
5.9400912671;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
6.4400989495;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
6.9601069393;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
7.4401143144;-0.0996990339;2.002099892E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
7.9401219968;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-9.991585975E-04;-9.88965301E-04
8.4401296792;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-9.991585975E-04;-9.88965301E-04
8.960137669;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-9.991585975E-04;-9.88965301E-04
9.4401450441;-0.0996990339;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
9.9401527265;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
10.440160409;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-1.977930514E-03
10.940168091;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-9.991585975E-04;-9.88965301E-04
11.440175774;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-9.991585975E-04;-9.88965301E-04
11.940183456;4.514491497E-04;-8.731149137E-11;-9.682797899E-04;-9.991585975E-04;-1.977930514E-03
12.440191139;4.514491497E-04;2.002099892E-03;-9.682797899E-04;-1.998317202E-03;-9.88965301E-04
12.940198821;4.514491497E-04;3.003149904E-03;-9.682797899E-04;-2.997475799E-03;-1.977930514E-03
